Dataset,Model,Parameterization,Shots,HPO,DP,Seed,LR,C,BS,total_steps,sample_rate,noise_multiplier,eps for delta 0.1,eps for delta 0.01,eps for delta 0.001,eps for delta 0.0001,eps for delta 1e-05,eps for delta 1e-06,eps for delta 1e-07,eps for delta 1e-08
CIFAR10,ViT,Head,100,ED,8,3,0.0020534308705521,6.965,613,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0004230357373353,2.499,604,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0026858328931555,0.834,899,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0008250922469665,4.568,673,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0021296325087071,2.29,237,160,0.25,2.076440930366516,2.599469910300487,4.46442280988875,5.841311659864419,6.987734890017008,7.994227227244861,8.904666382443942,9.744120944694238,10.52845533319186
CIFAR10,ViT,Head,100,ED,8,3,0.0030133522881974,2.278,693,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0023150649269429,0.934,700,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0072873734615477,1.312,975,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0039772114767291,0.82,869,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0005494545948442,1.777,71,560,0.0714285714285714,1.2562854290008545,2.521755898183002,4.391810504635211,5.786602062074805,6.957640478976582,7.993250507734177,8.936207113215593,9.810930065997296,10.632861235364835
CIFAR10,ViT,Head,100,ED,8,3,0.0008576790190301,2.097,360,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,3,0.0011641112092776,9.36,328,120,0.3333333333333333,2.353759765625,2.6223778004757867,4.48498124334426,5.85604656582854,6.9949251668575165,7.992774780117854,8.893778318219459,9.723181130310588,10.49696094414524
CIFAR10,ViT,Head,100,ED,8,3,0.0009326862970803,0.2,1000,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0021986282989427,5.486,889,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0016383495388276,1.885,183,200,0.2,1.8867921829223635,2.585699797464703,4.452653286993886,5.833770005831104,6.985544125954971,7.998116028075077,8.915169091244216,9.76165883808595,10.553376811161431
CIFAR10,ViT,Head,100,ED,8,3,0.0014708408989746,0.2,1000,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0023850352226851,4.059,450,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,3,0.0019874107926443,1.731,747,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.003806880203349,9.695,791,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0037624766554036,1.052,796,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0013154875538301,3.506,993,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0019866197937597,2.819,437,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,3,0.0033364139213509,3.399,1000,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0004813629131235,5.629,402,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,3,0.0031165788136541,4.609,462,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,3,0.0016514900426469,6.861,742,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0011550943138016,0.865,375,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,3,0.0010012312840175,4.164,975,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0015827176142495,7.777,553,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0035025902269815,3.103,811,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0019072329170113,7.14,193,200,0.2,1.8867921829223635,2.585699797464703,4.452653286993886,5.833770005831104,6.985544125954971,7.998116028075077,8.915169091244216,9.76165883808595,10.553376811161431
CIFAR10,ViT,Head,100,ED,8,3,0.002546330057811,7.925,440,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,3,0.0026493902430136,0.2,953,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0019334402401849,0.469,344,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,3,0.0021262469200007,1.476,793,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.001883753076997,1.979,600,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.003099616218201,3.271,1000,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0042260220422545,2.954,709,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0005028737533114,8.346,254,120,0.3333333333333333,2.353759765625,2.6223778004757867,4.48498124334426,5.85604656582854,6.9949251668575165,7.992774780117854,8.893778318219459,9.723181130310588,10.49696094414524
CIFAR10,ViT,Head,100,ED,8,3,0.0024463177841725,0.2,439,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,3,0.0020932275868807,0.2,351,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,3,0.0037233698686992,10.0,789,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0020385301353427,9.975,835,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0034684002376716,2.283,741,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0013059674337781,6.359,991,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0020890902654403,4.174,885,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0041663537902478,4.733,889,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0035013741765541,8.006,412,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,3,0.0017516277177878,7.23,230,160,0.25,2.076440930366516,2.599469910300487,4.46442280988875,5.841311659864419,6.987734890017008,7.994227227244861,8.904666382443942,9.744120944694238,10.52845533319186
CIFAR10,ViT,Head,100,ED,8,3,0.0009988176104492,1.695,485,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,3,0.0021813871774449,2.195,842,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,9.351289190482348e-05,5.905,673,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0011406201751046,7.322,1000,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0084396395562776,1.107,960,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0020326724947165,2.943,1000,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0023712668728839,1.531,1000,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0020298121170103,2.355,398,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,3,0.0011216531102461,2.109,169,200,0.2,1.8867921829223635,2.585699797464703,4.452653286993886,5.833770005831104,6.985544125954971,7.998116028075077,8.915169091244216,9.76165883808595,10.553376811161431
CIFAR10,ViT,Head,100,ED,8,3,0.001189189975074,7.85,503,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.002116946687215,1.117,815,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0022190385708117,9.584,973,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0012007788345329,0.266,809,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0018710923668881,3.876,967,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0020123472530891,5.159,903,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0016156873732398,10.0,841,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0023722907966619,7.822,687,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0007182224445431,1.415,913,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0038450147985567,2.728,996,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0012092254021397,0.205,632,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0041616230721301,7.301,1000,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0029045074863034,1.045,393,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,3,0.0021615535343816,1.541,244,160,0.25,2.076440930366516,2.599469910300487,4.46442280988875,5.841311659864419,6.987734890017008,7.994227227244861,8.904666382443942,9.744120944694238,10.52845533319186
CIFAR10,ViT,Head,100,ED,8,3,0.0019786061317968,3.25,551,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0022260704519469,4.472,891,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0034060296588088,2.256,353,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,3,0.002016898241492,7.858,689,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0019328051257522,2.421,232,160,0.25,2.076440930366516,2.599469910300487,4.46442280988875,5.841311659864419,6.987734890017008,7.994227227244861,8.904666382443942,9.744120944694238,10.52845533319186
CIFAR10,ViT,Head,100,ED,8,3,0.0012791711735417,6.745,416,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,3,0.0005863418282652,9.438,583,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0032755096186324,7.971,392,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,3,0.0035105574475089,6.54,722,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0040494424020698,0.379,859,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0016407165128356,0.564,731,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0017699021313263,2.725,1000,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0031053664683324,0.2,872,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0021384339676783,10.0,888,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0033929643059184,0.2,768,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0015980334012394,1.812,1000,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0019828405515569,2.155,971,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.00098703054461,5.022,796,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0025528122384495,9.119,879,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0009891253880182,2.248,599,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,3,0.0032752315476977,6.554,510,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.0010874498450825,8.538,733,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.001689330427136,0.2,1000,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.0014414969228026,8.255,1000,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.0033435365103959,6.116,729,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.0008533615091837,5.649,595,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.0007800155946659,9.422,568,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.0015091518535373,4.301,152,240,0.1666666666666666,1.748024344444275,2.5738187235353327,4.441484603567895,5.8251703303016455,6.980460282048436,7.997167286770042,8.91881246056271,9.770256573153826,10.56722927538896
CIFAR10,ViT,Head,100,ED,8,10,0.0053195165752939,4.771,1000,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.0013161060233444,0.574,344,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,10,0.0023786637389586,1.01,694,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.0028336122452905,0.445,567,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.0020888062032271,7.36,457,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,10,0.0037809754998213,7.139,1000,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.0013655321437772,9.965,323,120,0.3333333333333333,2.353759765625,2.6223778004757867,4.48498124334426,5.85604656582854,6.9949251668575165,7.992774780117854,8.893778318219459,9.723181130310588,10.49696094414524
CIFAR10,ViT,Head,100,ED,8,10,0.0015991645674122,3.272,1000,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.0021023727717532,10.0,1000,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.0018676397591297,7.543,872,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.0012497584233832,7.344,566,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.0018104683501332,4.725,839,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.003438544079613,7.61,590,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.0006258265236922,2.104,452,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
CIFAR10,ViT,Head,100,ED,8,10,0.0011652469932391,3.552,795,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.0018504807676263,2.751,872,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.0038540798230429,2.407,866,40,1.0,3.8039684295654297,2.802140572533402,4.64403614356132,5.970811056189229,7.054488451522261,7.990601362268904,8.82542200438226,9.585375844019064,10.287180628028546
CIFAR10,ViT,Head,100,ED,8,10,0.0006988942657095,5.255,400,80,0.5,2.813849449157715,2.667286541222683,4.525762874764296,5.886274937193664,7.011489033226805,7.99373071198942,8.87775079396181,9.689120626867238,10.444025943331471
