Dataset,Model,Parameterization,Shots,HPO,DP,Seed,LR,C,BS
CIFAR10,ViT,Head,100,ED,8,1,0.001021052425593523,2.879,581
CIFAR10,ViT,Head,100,ED,8,1,0.0024153073261008896,6.488,433
CIFAR10,ViT,Head,100,ED,8,1,0.0012581530445876625,3.454,1000
CIFAR10,ViT,Head,100,ED,8,1,0.0017734480425931113,6.817,822
CIFAR10,ViT,Head,100,ED,8,1,0.0017082158444995863,0.2,772
CIFAR10,ViT,Head,100,ED,8,1,0.002281438896289824,5.687,1000
CIFAR10,ViT,Head,100,ED,8,1,0.004298645921358232,1.586,757
CIFAR10,ViT,Head,100,ED,8,1,0.0028486831886224357,0.371,893
CIFAR10,ViT,Head,100,ED,8,1,0.002263484031198416,8.052,986
CIFAR10,ViT,Head,100,ED,8,1,0.0011533408112563922,5.746,967
CIFAR10,ViT,Head,100,ED,8,1,0.0029220883669251714,0.668,330
CIFAR10,ViT,Head,100,ED,8,1,0.0019005486047247065,8.468,668
CIFAR10,ViT,Head,100,ED,8,1,0.0024055252154090495,8.504,1000
CIFAR10,ViT,Head,100,ED,8,1,0.0018488483899457412,4.318,369
CIFAR10,ViT,Head,100,ED,8,1,0.003213386183073113,2.087,764
CIFAR10,ViT,Head,100,ED,8,1,0.0017392726669816002,3.849,575
CIFAR10,ViT,Head,100,ED,8,1,0.00285316651780606,4.979,858
CIFAR10,ViT,Head,100,ED,8,1,0.0016661334049705725,1.995,536
CIFAR10,ViT,Head,100,ED,8,1,0.0018886710367358,5.582,1000
CIFAR10,ViT,Head,100,ED,8,1,0.0038710204912673946,7.875,1000
CIFAR10,ViT,Head,100,ED,8,1,0.007118248832162245,0.473,723
CIFAR10,ViT,Head,100,ED,8,1,0.0016630501809264963,7.359,871
CIFAR10,ViT,Head,100,ED,8,1,0.000511143490913562,7.308,275
CIFAR10,ViT,Head,100,ED,8,1,0.003045409451047676,2.385,790
CIFAR10,ViT,Head,100,ED,8,1,0.0016514900426469732,6.861,742
CIFAR10,ViT,Head,100,ED,8,1,0.0018679385710077309,2.906,598
CIFAR10,ViT,Head,100,ED,8,1,0.0007767747218454177,4.408,814
CIFAR10,ViT,Head,100,ED,8,1,0.0032348930547630933,6.384,792
CIFAR10,ViT,Head,100,ED,8,1,0.00253596418330591,7.936,566
CIFAR10,ViT,Head,100,ED,8,1,0.001480166208487744,9.071,323
CIFAR10,ViT,Head,100,ED,8,1,0.00136272535287274,1.208,604
CIFAR10,ViT,Head,100,ED,8,1,0.001356422959725375,8.043,660
CIFAR10,ViT,Head,100,ED,8,1,0.0019334402401849954,0.469,344
CIFAR10,ViT,Head,100,ED,8,1,0.0025129879564663683,0.2,1000
CIFAR10,ViT,Head,100,ED,8,1,0.0009164092788332544,5.396,215
CIFAR10,ViT,Head,100,ED,8,1,0.008683286461013304,9.042,676
CIFAR10,ViT,Head,100,ED,8,1,0.0029441076227945703,6.99,905
CIFAR10,ViT,Head,100,ED,8,1,0.0022958132229872297,3.784,625
CIFAR10,ViT,Head,100,ED,8,1,0.0020281679129679265,3.542,273
CIFAR10,ViT,Head,100,ED,8,1,0.0030596283438248137,4.716,973
CIFAR10,ViT,Head,100,ED,8,1,0.0006979163596632282,7.429,712
CIFAR10,ViT,Head,100,ED,8,1,0.003627515543670941,0.924,833
CIFAR10,ViT,Head,100,ED,8,1,0.002101406149162322,10.0,925
CIFAR10,ViT,Head,100,ED,8,1,0.0013059674337781403,6.359,991
CIFAR10,ViT,Head,100,ED,8,1,0.0021827643182156403,0.2,1000
CIFAR10,ViT,Head,100,ED,8,1,0.0020348083637775085,5.68,805
CIFAR10,ViT,Head,100,ED,8,1,0.0015196795877412937,4.297,249
CIFAR10,ViT,Head,100,ED,8,1,0.0012665708005511716,0.2,760
CIFAR10,ViT,Head,100,ED,8,1,0.0013836798746790363,4.176,669
CIFAR10,ViT,Head,100,ED,8,1,0.0008855031720844086,6.519,464
CIFAR10,ViT,Head,100,ED,8,1,0.000628426037751452,9.19,90
CIFAR10,ViT,Head,100,ED,8,1,0.00233456562888876,3.6,738
CIFAR10,ViT,Head,100,ED,8,1,0.0006828417406266269,6.993,193
CIFAR10,ViT,Head,100,ED,8,1,0.0012006213519624566,4.104,1000
CIFAR10,ViT,Head,100,ED,8,1,0.002639885392206673,3.17,802
CIFAR10,ViT,Head,100,ED,8,1,0.0026308629366832335,6.021,808
CIFAR10,ViT,Head,100,ED,8,1,0.0013661849918346735,4.268,308
CIFAR10,ViT,Head,100,ED,8,1,0.0022751581672980745,0.2,512
CIFAR10,ViT,Head,100,ED,8,1,0.002116946687215076,1.117,815
CIFAR10,ViT,Head,100,ED,8,1,0.0013671522261905615,6.773,828
CIFAR10,ViT,Head,100,ED,8,1,0.008338985236674501,1.881,689
CIFAR10,ViT,Head,100,ED,8,1,0.0026162760767376473,3.468,524
CIFAR10,ViT,Head,100,ED,8,1,0.0009248870763172674,7.426,600
CIFAR10,ViT,Head,100,ED,8,1,0.0012321093598298475,1.838,762
CIFAR10,ViT,Head,100,ED,8,1,0.0006369893285455846,1.236,540
CIFAR10,ViT,Head,100,ED,8,1,0.0044957053870384065,0.284,955
CIFAR10,ViT,Head,100,ED,8,1,0.0033259047707804835,1.528,777
CIFAR10,ViT,Head,100,ED,8,1,0.0022102996150224637,0.2,832
CIFAR10,ViT,Head,100,ED,8,1,0.0034219848727377504,1.086,1000
CIFAR10,ViT,Head,100,ED,8,1,0.00589010789289565,0.2,775
CIFAR10,ViT,Head,100,ED,8,1,0.002377340766354838,3.509,991
CIFAR10,ViT,Head,100,ED,8,1,0.0016871286496476811,0.2,356
CIFAR10,ViT,Head,100,ED,8,1,0.002226070451946933,4.472,891
CIFAR10,ViT,Head,100,ED,8,1,0.001374262142011848,5.453,358
CIFAR10,ViT,Head,100,ED,8,1,0.0010321827419619545,4.492,923
CIFAR10,ViT,Head,100,ED,8,1,0.0018308238383466086,4.015,524
CIFAR10,ViT,Head,100,ED,8,1,0.0006927125068152453,8.278,552
CIFAR10,ViT,Head,100,ED,8,1,0.002968395629997307,6.596,698
CIFAR10,ViT,Head,100,ED,8,1,0.0007771856714321572,4.934,488
CIFAR10,ViT,Head,100,ED,8,1,0.0035105574475089523,6.54,722
CIFAR10,ViT,Head,100,ED,8,1,0.001464390131970949,4.904,258
CIFAR10,ViT,Head,100,ED,8,1,0.0009743786439567279,3.129,783
CIFAR10,ViT,Head,100,ED,8,1,0.004231122290598598,5.603,722
CIFAR10,ViT,Head,100,ED,8,1,0.0015352481978041662,2.25,352
CIFAR10,ViT,Head,100,ED,8,1,0.0019237576022787873,3.018,801
CIFAR10,ViT,Head,100,ED,8,1,0.003830518896443447,1.332,750
CIFAR10,ViT,Head,100,ED,8,1,0.0010492740877546692,4.834,908
CIFAR10,ViT,Head,100,ED,8,1,0.0013141716408870529,8.693,270
CIFAR10,ViT,Head,100,ED,8,1,0.002381735886017377,3.386,599
CIFAR10,ViT,Head,100,ED,8,1,0.000642605994766793,3.566,483
CIFAR10,ViT,Head,100,ED,8,2,0.0015687616979757854,6.993,446
CIFAR10,ViT,Head,100,ED,8,2,0.0027618839205773137,0.2,744
CIFAR10,ViT,Head,100,ED,8,2,0.0020672708814787302,2.376,872
CIFAR10,ViT,Head,100,ED,8,2,0.0026401814390573405,4.764,942
CIFAR10,ViT,Head,100,ED,8,2,0.0012868988225006124,0.2,293
CIFAR10,ViT,Head,100,ED,8,2,0.0018625944939588514,2.629,281
CIFAR10,ViT,Head,100,ED,8,2,0.002792679226743845,1.16,722
CIFAR10,ViT,Head,100,ED,8,2,0.0029188314940995145,6.203,725
CIFAR10,ViT,Head,100,ED,8,2,0.0023572103982715037,8.04,582
CIFAR10,ViT,Head,100,ED,8,2,0.0031772047020304046,0.287,1000
CIFAR10,ViT,Head,100,ED,8,2,0.0021439703127448598,4.794,366
CIFAR10,ViT,Head,100,ED,8,2,0.0017252052125566455,8.266,222
CIFAR10,ViT,Head,100,ED,8,2,0.0004541889691968818,1.629,524
CIFAR10,ViT,Head,100,ED,8,2,0.0007033416355683226,6.95,172
CIFAR10,ViT,Head,100,ED,8,2,0.002923244313305935,0.741,721
CIFAR10,ViT,Head,100,ED,8,2,0.002569758529196041,6.728,989
CIFAR10,ViT,Head,100,ED,8,2,0.0024694550378659536,1.156,764
CIFAR10,ViT,Head,100,ED,8,2,0.0027273250943489016,8.183,642
CIFAR10,ViT,Head,100,ED,8,2,0.0026937990799058517,0.2,1000
CIFAR10,ViT,Head,100,ED,8,2,0.0022041231259255925,2.851,694
CIFAR10,ViT,Head,100,ED,8,2,0.0048052992305107865,9.257,804
CIFAR10,ViT,Head,100,ED,8,2,0.0004978905630601375,5.595,904
CIFAR10,ViT,Head,100,ED,8,2,0.0010758125888043317,3.714,93
CIFAR10,ViT,Head,100,ED,8,2,0.0035571782500025653,4.337,779
CIFAR10,ViT,Head,100,ED,8,2,0.0018676397591297835,7.543,872
CIFAR10,ViT,Head,100,ED,8,2,0.001432594768413933,10.0,759
CIFAR10,ViT,Head,100,ED,8,2,0.0007326565551985519,8.665,292
CIFAR10,ViT,Head,100,ED,8,2,0.0033518551631708205,4.486,1000
CIFAR10,ViT,Head,100,ED,8,2,0.002362633513895104,3.912,659
CIFAR10,ViT,Head,100,ED,8,2,0.0033423572605899123,0.2,1000
CIFAR10,ViT,Head,100,ED,8,2,0.0016364352625346922,0.98,358
CIFAR10,ViT,Head,100,ED,8,2,0.0021211392207706567,1.738,450
CIFAR10,ViT,Head,100,ED,8,2,0.0010182137562829022,6.068,556
CIFAR10,ViT,Head,100,ED,8,2,0.002628835404080154,0.2,865
CIFAR10,ViT,Head,100,ED,8,2,0.0018185549181407555,0.2,623
CIFAR10,ViT,Head,100,ED,8,2,0.0020868601264037914,5.78,716
CIFAR10,ViT,Head,100,ED,8,2,0.0029598047712266324,8.577,723
CIFAR10,ViT,Head,100,ED,8,2,0.002572701953996567,3.274,996
CIFAR10,ViT,Head,100,ED,8,2,0.002555644062480387,7.742,1000
CIFAR10,ViT,Head,100,ED,8,2,0.0015818506380351886,5.302,603
CIFAR10,ViT,Head,100,ED,8,2,0.0008022384806848739,0.63,889
CIFAR10,ViT,Head,100,ED,8,2,0.0026315504666829244,2.984,669
CIFAR10,ViT,Head,100,ED,8,2,0.002249038330486378,0.93,924
CIFAR10,ViT,Head,100,ED,8,2,0.000849171057151522,4.659,513
CIFAR10,ViT,Head,100,ED,8,2,0.0011978681885932757,0.2,821
CIFAR10,ViT,Head,100,ED,8,2,0.0029792641031075404,2.792,1000
CIFAR10,ViT,Head,100,ED,8,2,0.0014033589375184701,1.327,482
CIFAR10,ViT,Head,100,ED,8,2,0.008593525366264869,0.2,854
CIFAR10,ViT,Head,100,ED,8,2,0.0007694941981067226,5.585,290
CIFAR10,ViT,Head,100,ED,8,2,0.003219914396487028,2.002,826
CIFAR10,ViT,Head,100,ED,8,2,0.0007428495040934315,4.349,95
CIFAR10,ViT,Head,100,ED,8,2,0.006167269780804552,2.058,770
CIFAR10,ViT,Head,100,ED,8,2,0.004967499549875341,9.006,986
CIFAR10,ViT,Head,100,ED,8,2,0.0014710894887451096,6.743,908
CIFAR10,ViT,Head,100,ED,8,2,0.0008637734622452653,2.978,431
CIFAR10,ViT,Head,100,ED,8,2,0.0029650606491633475,3.14,656
CIFAR10,ViT,Head,100,ED,8,2,0.0015779763625732553,2.245,796
CIFAR10,ViT,Head,100,ED,8,2,0.0013154875538301028,3.506,993
CIFAR10,ViT,Head,100,ED,8,2,0.0013949979984243556,5.377,298
CIFAR10,ViT,Head,100,ED,8,2,0.002656486825020815,1.038,804
CIFAR10,ViT,Head,100,ED,8,2,0.0021504991576140405,0.2,790
CIFAR10,ViT,Head,100,ED,8,2,0.003708820240251095,1.873,598
CIFAR10,ViT,Head,100,ED,8,2,0.0010743535241933642,1.182,795
CIFAR10,ViT,Head,100,ED,8,2,0.001021775971534787,2.37,338
CIFAR10,ViT,Head,100,ED,8,2,0.005918735805958689,0.66,823
CIFAR10,ViT,Head,100,ED,8,2,0.002180140223298838,0.2,233
CIFAR10,ViT,Head,100,ED,8,2,0.0018109390687750697,3.419,475
CIFAR10,ViT,Head,100,ED,8,2,0.0012063244044670976,3.924,658
CIFAR10,ViT,Head,100,ED,8,2,0.0013848234566867018,0.911,323
CIFAR10,ViT,Head,100,ED,8,2,0.0006948040868467588,6.673,325
CIFAR10,ViT,Head,100,ED,8,2,0.0021446985317145725,6.181,498
CIFAR10,ViT,Head,100,ED,8,2,0.004468755552176798,0.2,802
CIFAR10,ViT,Head,100,ED,8,2,0.0018375036520856594,2.217,469
CIFAR10,ViT,Head,100,ED,8,2,0.0008875585991111527,9.367,631
CIFAR10,ViT,Head,100,ED,8,2,0.004226022042254503,2.954,709
CIFAR10,ViT,Head,100,ED,8,2,0.0022419950362921643,8.854,564
CIFAR10,ViT,Head,100,ED,8,2,0.0020568700838325153,0.2,626
CIFAR10,ViT,Head,100,ED,8,2,0.0026730673196890516,2.274,324
CIFAR10,ViT,Head,100,ED,8,2,0.0017217132490264112,2.026,716
CIFAR10,ViT,Head,100,ED,8,2,0.00032278631882804294,0.725,676
CIFAR10,ViT,Head,100,ED,8,2,0.00047133980157461173,3.082,578
CIFAR10,ViT,Head,100,ED,8,2,0.0014590045551988895,4.265,678
CIFAR10,ViT,Head,100,ED,8,2,0.0019432969462914408,7.323,1000
CIFAR10,ViT,Head,100,ED,8,2,0.000495819604315455,7.435,606
CIFAR10,ViT,Head,100,ED,8,2,0.002089379397489646,5.337,421
CIFAR10,ViT,Head,100,ED,8,2,0.004899885247690966,0.2,684
CIFAR10,ViT,Head,100,ED,8,2,0.00015999913559819651,1.15,569
CIFAR10,ViT,Head,100,ED,8,2,0.001943582465295463,3.804,265
CIFAR10,ViT,Head,100,ED,8,2,0.0012121076931926602,6.834,361
CIFAR10,ViT,Head,100,ED,8,2,0.0033437906930026563,1.948,725
CIFAR10,ViT,Head,100,ED,8,2,0.0009211387061609858,5.519,634
CIFAR10,ViT,Head,100,ED,8,2,0.0040780118286255695,6.445,846
CIFAR10,ViT,Head,100,ED,8,2,0.002036458630631139,5.663,283
CIFAR10,ViT,Head,100,ED,8,2,0.0006745037156203225,3.71,448
CIFAR10,ViT,Head,100,ED,8,2,0.0017732603856222221,5.148,619
CIFAR10,ViT,Head,100,ED,8,2,0.0017423226855282148,5.571,491
CIFAR10,ViT,Head,100,ED,8,2,0.0015104653798984136,2.55,461
CIFAR10,ViT,Head,100,ED,8,2,0.0030383656941001817,5.793,816
CIFAR10,ViT,Head,100,ED,8,2,0.0036664136689501673,1.127,820
CIFAR10,ViT,Head,100,ED,8,2,0.002092289929793492,2.01,1000
CIFAR10,ViT,Head,100,ED,8,2,0.0013209778933527122,8.675,939
CIFAR10,ViT,Head,100,ED,8,2,0.004858306270985787,4.173,996
CIFAR10,ViT,Head,100,ED,8,2,0.0006369893285455846,1.236,540
CIFAR10,ViT,Head,100,ED,8,2,0.00036757139617933524,1.547,184
CIFAR10,ViT,Head,100,ED,8,2,0.0034817984931940584,0.2,1000
CIFAR10,ViT,Head,100,ED,8,2,0.000657825376245137,9.766,798
CIFAR10,ViT,Head,100,ED,8,2,0.0009297744693854083,3.778,973
CIFAR10,ViT,Head,100,ED,8,2,0.002904507486303456,1.045,393
CIFAR10,ViT,Head,100,ED,8,2,0.004213236642204449,5.857,816
CIFAR10,ViT,Head,100,ED,8,2,0.0018409896615134628,6.149,546
CIFAR10,ViT,Head,100,ED,8,2,0.002660157027893986,8.002,835
CIFAR10,ViT,Head,100,ED,8,2,0.0020512837559193437,6.765,440
CIFAR10,ViT,Head,100,ED,8,2,0.002582362236724805,8.983,779
CIFAR10,ViT,Head,100,ED,8,2,0.0018644772846245399,0.2,1000
CIFAR10,ViT,Head,100,ED,8,2,0.002529849350460199,0.2,1000
CIFAR10,ViT,Head,100,ED,8,2,0.0011779463989453254,9.309,852
CIFAR10,ViT,Head,100,ED,8,2,0.0007022924212831585,3.675,452
CIFAR10,ViT,Head,100,ED,8,2,0.0008145595570663253,10.0,753
CIFAR10,ViT,Head,100,ED,8,2,0.0024576359354460697,4.175,572
CIFAR10,ViT,Head,100,ED,8,2,0.002134068954164318,0.2,748
CIFAR10,ViT,Head,100,ED,8,2,0.0021673185221110936,5.976,997
CIFAR10,ViT,Head,100,ED,8,2,0.004676042247344113,4.018,976
CIFAR10,ViT,Head,100,ED,8,2,0.0018635714426582317,7.426,269
CIFAR10,ViT,Head,100,ED,8,2,0.0015257083035608088,0.89,673
CIFAR10,ViT,Head,100,ED,8,2,0.0030741263237602135,6.733,824
CIFAR10,ViT,Head,100,ED,8,2,0.0008129741598322785,3.818,180
CIFAR10,ViT,Head,100,ED,8,2,0.003340894075979104,1.942,870
CIFAR10,ViT,Head,100,ED,8,2,0.0020509641214050147,10.0,844
CIFAR10,ViT,Head,100,ED,8,2,0.0009891253880182152,2.248,599
CIFAR10,ViT,Head,100,ED,8,3,0.0023826711517244757,7.587,897
CIFAR10,ViT,Head,100,ED,8,3,0.0027259964706398136,1.276,878
CIFAR10,ViT,Head,100,ED,8,3,0.0021695899081195687,9.585,409
CIFAR10,ViT,Head,100,ED,8,3,0.003280828142030575,0.2,796
CIFAR10,ViT,Head,100,ED,8,3,0.0008329273740433617,3.41,261
CIFAR10,ViT,Head,100,ED,8,3,0.0008406881056883843,4.301,255
CIFAR10,ViT,Head,100,ED,8,3,0.0029188314940995145,6.203,725
CIFAR10,ViT,Head,100,ED,8,3,0.0010874498450825626,8.538,733
CIFAR10,ViT,Head,100,ED,8,3,0.002292174975497594,1.502,1000
CIFAR10,ViT,Head,100,ED,8,3,0.004616216287837385,0.2,692
CIFAR10,ViT,Head,100,ED,8,3,0.0032372815033815654,0.2,921
CIFAR10,ViT,Head,100,ED,8,3,0.003488446987557865,3.204,735
CIFAR10,ViT,Head,100,ED,8,3,0.0007800155946659316,9.422,568
CIFAR10,ViT,Head,100,ED,8,3,0.001915288717396254,3.088,535
CIFAR10,ViT,Head,100,ED,8,3,0.001089660832154836,7.241,787
CIFAR10,ViT,Head,100,ED,8,3,0.0008300873501124281,1.554,338
CIFAR10,ViT,Head,100,ED,8,3,0.002946732317948578,10.0,821
CIFAR10,ViT,Head,100,ED,8,3,0.0018819267831505426,7.785,727
CIFAR10,ViT,Head,100,ED,8,3,0.0022041231259255925,2.851,694
CIFAR10,ViT,Head,100,ED,8,3,0.0014527776568340632,10.0,676
CIFAR10,ViT,Head,100,ED,8,3,0.004180557540087311,6.304,1000
CIFAR10,ViT,Head,100,ED,8,3,0.0019662178593642535,4.863,708
CIFAR10,ViT,Head,100,ED,8,3,0.0016150406934718504,2.149,685
CIFAR10,ViT,Head,100,ED,8,3,0.0016291455291712691,3.191,786
CIFAR10,ViT,Head,100,ED,8,3,0.0019086740357110233,3.8,619
CIFAR10,ViT,Head,100,ED,8,3,0.004683015900217916,1.332,860
CIFAR10,ViT,Head,100,ED,8,3,0.0021780426365947455,1.26,765
CIFAR10,ViT,Head,100,ED,8,3,0.005973042822619392,0.2,1000
CIFAR10,ViT,Head,100,ED,8,3,0.0004994226008795249,7.096,594
CIFAR10,ViT,Head,100,ED,8,3,0.002491911362891713,0.2,589
CIFAR10,ViT,Head,100,ED,8,3,0.0029995561879083044,1.643,731
CIFAR10,ViT,Head,100,ED,8,3,0.0015505800279080881,4.886,462
CIFAR10,ViT,Head,100,ED,8,3,0.0022399822303034436,6.008,334
CIFAR10,ViT,Head,100,ED,8,3,0.0038286819639289354,2.612,659
CIFAR10,ViT,Head,100,ED,8,3,0.0017271299379795133,2.599,345
CIFAR10,ViT,Head,100,ED,8,3,0.0018760536390917137,1.74,531
CIFAR10,ViT,Head,100,ED,8,3,0.0020534308705521965,6.965,613
CIFAR10,ViT,Head,100,ED,8,3,0.0004230357373353564,2.499,604
CIFAR10,ViT,Head,100,ED,8,3,0.002685832893155598,0.834,899
CIFAR10,ViT,Head,100,ED,8,3,0.0008250922469665844,4.568,673
CIFAR10,ViT,Head,100,ED,8,3,0.0021296325087071595,2.29,237
CIFAR10,ViT,Head,100,ED,8,3,0.0030133522881974958,2.278,693
CIFAR10,ViT,Head,100,ED,8,3,0.0023150649269429013,0.934,700
CIFAR10,ViT,Head,100,ED,8,3,0.007287373461547713,1.312,975
CIFAR10,ViT,Head,100,ED,8,3,0.003977211476729159,0.82,869
CIFAR10,ViT,Head,100,ED,8,3,0.0005494545948442109,1.777,71
CIFAR10,ViT,Head,100,ED,8,3,0.0008576790190301601,2.097,360
CIFAR10,ViT,Head,100,ED,8,3,0.001164111209277636,9.36,328
CIFAR10,ViT,Head,100,ED,8,3,0.0009326862970803653,0.2,1000
CIFAR10,ViT,Head,100,ED,8,3,0.002198628298942762,5.486,889
CIFAR10,ViT,Head,100,ED,8,3,0.0016383495388276942,1.885,183
CIFAR10,ViT,Head,100,ED,8,3,0.0014708408989746206,0.2,1000
CIFAR10,ViT,Head,100,ED,8,3,0.002385035222685153,4.059,450
CIFAR10,ViT,Head,100,ED,8,3,0.001987410792644365,1.731,747
CIFAR10,ViT,Head,100,ED,8,3,0.003806880203349028,9.695,791
CIFAR10,ViT,Head,100,ED,8,3,0.003762476655403608,1.052,796
CIFAR10,ViT,Head,100,ED,8,3,0.0013154875538301028,3.506,993
CIFAR10,ViT,Head,100,ED,8,3,0.0019866197937597556,2.819,437
CIFAR10,ViT,Head,100,ED,8,3,0.0033364139213509516,3.399,1000
CIFAR10,ViT,Head,100,ED,8,3,0.000481362913123509,5.629,402
CIFAR10,ViT,Head,100,ED,8,3,0.0031165788136541675,4.609,462
CIFAR10,ViT,Head,100,ED,8,3,0.0016514900426469732,6.861,742
CIFAR10,ViT,Head,100,ED,8,3,0.0011550943138016539,0.865,375
CIFAR10,ViT,Head,100,ED,8,3,0.0010012312840175259,4.164,975
CIFAR10,ViT,Head,100,ED,8,3,0.0015827176142495158,7.777,553
CIFAR10,ViT,Head,100,ED,8,3,0.0035025902269815922,3.103,811
CIFAR10,ViT,Head,100,ED,8,3,0.0019072329170113386,7.14,193
CIFAR10,ViT,Head,100,ED,8,3,0.002546330057811026,7.925,440
CIFAR10,ViT,Head,100,ED,8,3,0.0026493902430136554,0.2,953
CIFAR10,ViT,Head,100,ED,8,3,0.0019334402401849954,0.469,344
CIFAR10,ViT,Head,100,ED,8,3,0.0021262469200007475,1.476,793
CIFAR10,ViT,Head,100,ED,8,3,0.0018837530769970942,1.979,600
CIFAR10,ViT,Head,100,ED,8,3,0.0030996162182010084,3.271,1000
CIFAR10,ViT,Head,100,ED,8,3,0.004226022042254503,2.954,709
CIFAR10,ViT,Head,100,ED,8,3,0.0005028737533114291,8.346,254
CIFAR10,ViT,Head,100,ED,8,3,0.0024463177841725493,0.2,439
CIFAR10,ViT,Head,100,ED,8,3,0.0020932275868807138,0.2,351
CIFAR10,ViT,Head,100,ED,8,3,0.003723369868699226,10.0,789
CIFAR10,ViT,Head,100,ED,8,3,0.0020385301353427446,9.975,835
CIFAR10,ViT,Head,100,ED,8,3,0.003468400237671667,2.283,741
CIFAR10,ViT,Head,100,ED,8,3,0.0013059674337781403,6.359,991
CIFAR10,ViT,Head,100,ED,8,3,0.0020890902654403577,4.174,885
CIFAR10,ViT,Head,100,ED,8,3,0.004166353790247803,4.733,889
CIFAR10,ViT,Head,100,ED,8,3,0.0035013741765541804,8.006,412
CIFAR10,ViT,Head,100,ED,8,3,0.001751627717787898,7.23,230
CIFAR10,ViT,Head,100,ED,8,3,0.0009988176104492204,1.695,485
CIFAR10,ViT,Head,100,ED,8,3,0.0021813871774449428,2.195,842
CIFAR10,ViT,Head,100,ED,8,3,9.351289190482348e-05,5.905,673
CIFAR10,ViT,Head,100,ED,8,3,0.001140620175104637,7.322,1000
CIFAR10,ViT,Head,100,ED,8,3,0.008439639556277691,1.107,960
CIFAR10,ViT,Head,100,ED,8,3,0.0020326724947165894,2.943,1000
CIFAR10,ViT,Head,100,ED,8,3,0.002371266872883997,1.531,1000
CIFAR10,ViT,Head,100,ED,8,3,0.0020298121170103482,2.355,398
CIFAR10,ViT,Head,100,ED,8,3,0.0011216531102461438,2.109,169
CIFAR10,ViT,Head,100,ED,8,3,0.0011891899750740113,7.85,503
CIFAR10,ViT,Head,100,ED,8,3,0.002116946687215076,1.117,815
CIFAR10,ViT,Head,100,ED,8,3,0.0022190385708117607,9.584,973
CIFAR10,ViT,Head,100,ED,8,3,0.001200778834532918,0.266,809
CIFAR10,ViT,Head,100,ED,8,3,0.0018710923668881112,3.876,967
CIFAR10,ViT,Head,100,ED,8,3,0.0020123472530891536,5.159,903
CIFAR10,ViT,Head,100,ED,8,3,0.0016156873732398622,10.0,841
CIFAR10,ViT,Head,100,ED,8,3,0.002372290796661919,7.822,687
CIFAR10,ViT,Head,100,ED,8,3,0.0007182224445431866,1.415,913
CIFAR10,ViT,Head,100,ED,8,3,0.003845014798556795,2.728,996
CIFAR10,ViT,Head,100,ED,8,3,0.0012092254021397921,0.205,632
CIFAR10,ViT,Head,100,ED,8,3,0.004161623072130172,7.301,1000
CIFAR10,ViT,Head,100,ED,8,3,0.002904507486303456,1.045,393
CIFAR10,ViT,Head,100,ED,8,3,0.0021615535343816454,1.541,244
CIFAR10,ViT,Head,100,ED,8,3,0.0019786061317968277,3.25,551
CIFAR10,ViT,Head,100,ED,8,3,0.002226070451946933,4.472,891
CIFAR10,ViT,Head,100,ED,8,3,0.0034060296588088357,2.256,353
CIFAR10,ViT,Head,100,ED,8,3,0.0020168982414920677,7.858,689
CIFAR10,ViT,Head,100,ED,8,3,0.0019328051257522904,2.421,232
CIFAR10,ViT,Head,100,ED,8,3,0.0012791711735417686,6.745,416
CIFAR10,ViT,Head,100,ED,8,3,0.0005863418282652691,9.438,583
CIFAR10,ViT,Head,100,ED,8,3,0.0032755096186324285,7.971,392
CIFAR10,ViT,Head,100,ED,8,3,0.0035105574475089523,6.54,722
CIFAR10,ViT,Head,100,ED,8,3,0.004049442402069842,0.379,859
CIFAR10,ViT,Head,100,ED,8,3,0.001640716512835656,0.564,731
CIFAR10,ViT,Head,100,ED,8,3,0.0017699021313263214,2.725,1000
CIFAR10,ViT,Head,100,ED,8,3,0.0031053664683324553,0.2,872
CIFAR10,ViT,Head,100,ED,8,3,0.002138433967678398,10.0,888
CIFAR10,ViT,Head,100,ED,8,3,0.0033929643059184902,0.2,768
CIFAR10,ViT,Head,100,ED,8,3,0.0015980334012394336,1.812,1000
CIFAR10,ViT,Head,100,ED,8,3,0.001982840551556959,2.155,971
CIFAR10,ViT,Head,100,ED,8,3,0.0009870305446100646,5.022,796
CIFAR10,ViT,Head,100,ED,8,3,0.0025528122384495056,9.119,879
CIFAR10,ViT,Head,100,ED,8,3,0.0009891253880182152,2.248,599
CIFAR10,ViT,Head,100,ED,8,3,0.0032752315476977747,6.554,510
CIFAR10,ViT,Head,100,ED,8,10,0.0010874498450825626,8.538,733
CIFAR10,ViT,Head,100,ED,8,10,0.0016893304271360227,0.2,1000
CIFAR10,ViT,Head,100,ED,8,10,0.0014414969228026726,8.255,1000
CIFAR10,ViT,Head,100,ED,8,10,0.0033435365103959246,6.116,729
CIFAR10,ViT,Head,100,ED,8,10,0.0008533615091837987,5.649,595
CIFAR10,ViT,Head,100,ED,8,10,0.0007800155946659316,9.422,568
CIFAR10,ViT,Head,100,ED,8,10,0.0015091518535373287,4.301,152
CIFAR10,ViT,Head,100,ED,8,10,0.005319516575293947,4.771,1000
CIFAR10,ViT,Head,100,ED,8,10,0.0013161060233444265,0.574,344
CIFAR10,ViT,Head,100,ED,8,10,0.002378663738958675,1.01,694
CIFAR10,ViT,Head,100,ED,8,10,0.0028336122452905558,0.445,567
