Dataset,Model,Parameterization,Shots,HPO,DP,Seed,LR,C,BS
CIFAR10,R50,Head,100,TD,8,0,0.007937150879534257,3.391,379
CIFAR10,R50,Head,100,TD,8,0,0.008705912853286825,4.416,936
CIFAR10,R50,Head,100,TD,8,0,0.009999999999999998,2.036,879
CIFAR10,R50,Head,100,TD,8,0,0.004727921940787297,5.823,450
CIFAR10,R50,Head,100,TD,8,0,0.0035048561552488704,6.37,356
CIFAR10,R50,Head,100,TD,8,0,0.004353198708028323,10.0,310
CIFAR10,R50,Head,100,TD,8,0,0.0074665417937706995,0.2,441
CIFAR10,R50,Head,100,TD,8,0,0.00606845656898853,8.206,731
CIFAR10,R50,Head,100,TD,8,0,0.0023149473016511194,4.689,315
CIFAR10,R50,Head,100,TD,8,0,0.006297660449885232,2.028,266
CIFAR10,R50,Head,100,TD,8,0,0.00627404322273397,7.584,795
CIFAR10,R50,Head,100,TD,8,0,0.0052963408771044464,4.936,870
CIFAR10,R50,Head,100,TD,8,0,0.0029598047712266324,8.577,723
CIFAR10,R50,Head,100,TD,8,0,0.0032059832686386273,2.905,539
CIFAR10,R50,Head,100,TD,8,0,0.00917448674392408,2.071,672
CIFAR10,R50,Head,100,TD,8,0,0.006570498095993227,0.2,686
CIFAR10,R50,Head,100,TD,8,0,0.00848940658353384,0.951,845
CIFAR10,R50,Head,100,TD,8,0,0.0021790669035783067,4.391,122
CIFAR10,R50,Head,100,TD,8,0,0.006501059200633418,6.348,858
CIFAR10,R50,Head,100,TD,8,0,0.009971864009596503,7.673,809
CIFAR10,R50,Head,100,TD,8,0,0.007287373461547713,1.312,975
CIFAR10,R50,Head,100,TD,8,0,0.004544332765500816,6.009,343
CIFAR10,R50,Head,100,TD,8,0,0.006842165106795591,6.103,537
CIFAR10,R50,Head,100,TD,8,0,0.009965742644123478,4.084,383
CIFAR10,R50,Head,100,TD,8,0,0.003880791987989087,0.862,179
CIFAR10,R50,Head,100,TD,8,0,0.003647402497082166,0.2,543
CIFAR10,R50,Head,100,TD,8,0,0.0053575438677563305,3.651,590
CIFAR10,R50,Head,100,TD,8,0,0.002227362241689359,0.324,103
CIFAR10,R50,Head,100,TD,8,0,0.001083566504733809,8.654,50
CIFAR10,R50,Head,100,TD,8,0,0.00732509327976665,1.163,1000
CIFAR10,R50,Head,100,TD,8,0,0.004236938317190027,6.023,614
CIFAR10,R50,Head,100,TD,8,0,0.005538903307435221,2.933,579
CIFAR10,R50,Head,100,TD,8,0,0.002339300912325077,4.145,456
CIFAR10,R50,Head,100,TD,8,0,0.0032318944514144977,3.149,195
CIFAR10,R50,Head,100,TD,8,0,0.006536644890483599,0.2,240
CIFAR10,R50,Head,100,TD,8,0,0.0084608663642991,0.531,494
CIFAR10,R50,Head,100,TD,8,0,0.004541513475705223,0.2,310
CIFAR10,R50,Head,100,TD,8,0,0.0031165788136541675,4.609,462
CIFAR10,R50,Head,100,TD,8,0,0.003997714239522993,4.901,346
CIFAR10,R50,Head,100,TD,8,0,0.0038171954016878616,3.621,351
CIFAR10,R50,Head,100,TD,8,0,0.008842359910151032,3.164,1000
CIFAR10,R50,Head,100,TD,8,0,0.005905599609114049,9.557,778
CIFAR10,R50,Head,100,TD,8,0,0.005296352191765979,3.37,460
CIFAR10,R50,Head,100,TD,8,0,0.005846354262828273,9.289,874
CIFAR10,R50,Head,100,TD,8,0,0.00788312817531443,2.147,918
CIFAR10,R50,Head,100,TD,8,0,0.0024197881681295194,7.686,795
CIFAR10,R50,Head,100,TD,8,0,0.005119028634788056,6.498,543
CIFAR10,R50,Head,100,TD,8,0,0.00476433053087777,1.306,872
CIFAR10,R50,Head,100,TD,8,0,0.002321321901275315,9.329,673
CIFAR10,R50,Head,100,TD,8,0,0.005766784250639898,3.14,515
CIFAR10,R50,Head,100,TD,8,0,0.007151947353608842,5.545,406
CIFAR10,R50,Head,100,TD,8,0,0.0022419950362921643,8.854,564
CIFAR10,R50,Head,100,TD,8,0,0.005605790896897559,7.975,500
CIFAR10,R50,Head,100,TD,8,0,0.0026987627238323954,5.315,703
CIFAR10,R50,Head,100,TD,8,0,0.009542192025236108,4.761,721
CIFAR10,R50,Head,100,TD,8,0,0.006419740264283007,5.802,627
CIFAR10,R50,Head,100,TD,8,0,0.005031956023859679,6.152,1000
CIFAR10,R50,Head,100,TD,8,0,0.0072448646433742585,2.959,920
CIFAR10,R50,Head,100,TD,8,0,0.003157953277143869,6.954,837
CIFAR10,R50,Head,100,TD,8,0,0.004834145289859053,5.787,930
CIFAR10,R50,Head,100,TD,8,0,0.004018620701767034,1.993,369
CIFAR10,R50,Head,100,TD,8,0,0.009999999999999998,0.2,862
CIFAR10,R50,Head,100,TD,8,0,0.006216576369220135,9.459,468
CIFAR10,R50,Head,100,TD,8,0,0.0025141472668549873,3.474,648
CIFAR10,R50,Head,100,TD,8,0,0.002965067237041851,2.17,336
CIFAR10,R50,Head,100,TD,8,0,0.007450253210494,5.187,520
CIFAR10,R50,Head,100,TD,8,0,0.0065963809453972785,9.628,541
CIFAR10,R50,Head,100,TD,8,0,0.005935899154306599,8.403,352
CIFAR10,R50,Head,100,TD,8,0,0.002639885392206673,3.17,802
CIFAR10,R50,Head,100,TD,8,0,0.005358065886471458,4.098,175
CIFAR10,R50,Head,100,TD,8,0,0.00361505959958836,4.67,115
CIFAR10,R50,Head,100,TD,8,0,0.006933247233917913,3.112,979
CIFAR10,R50,Head,100,TD,8,0,0.008132784558214546,0.2,489
CIFAR10,R50,Head,100,TD,8,0,0.00262068334684527,7.005,291
CIFAR10,R50,Head,100,TD,8,0,0.005776993378233214,0.808,734
CIFAR10,R50,Head,100,TD,8,0,0.008944109434879492,5.019,495
CIFAR10,R50,Head,100,TD,8,0,0.006528368438813197,6.163,751
CIFAR10,R50,Head,100,TD,8,0,0.003075711092659867,3.192,324
CIFAR10,R50,Head,100,TD,8,0,0.006420410890480163,8.005,683
CIFAR10,R50,Head,100,TD,8,0,0.0010524350937929682,7.442,332
CIFAR10,R50,Head,100,TD,8,0,0.009591965592997246,2.627,718
CIFAR10,R50,Head,100,TD,8,0,0.005847259897337433,3.895,525
CIFAR10,R50,Head,100,TD,8,0,0.008121392944979341,0.2,723
CIFAR10,R50,Head,100,TD,8,0,0.002904507486303456,1.045,393
CIFAR10,R50,Head,100,TD,8,0,0.006212467069715031,0.996,673
CIFAR10,R50,Head,100,TD,8,0,0.00955807311416866,0.248,740
CIFAR10,R50,Head,100,TD,8,0,0.007796964658805209,6.909,704
CIFAR10,R50,Head,100,TD,8,0,0.00512371779771194,8.383,446
CIFAR10,R50,Head,100,TD,8,0,0.004021708879170087,7.968,548
CIFAR10,R50,Head,100,TD,8,0,0.0032456427470993012,0.2,320
CIFAR10,R50,Head,100,TD,8,0,0.0070482976784924465,5.081,928
CIFAR10,R50,Head,100,TD,8,0,0.007459139872519987,4.96,410
CIFAR10,R50,Head,100,TD,8,0,0.00987061631370975,0.619,426
CIFAR10,R50,Head,100,TD,8,0,0.004892726801882905,7.812,550
CIFAR10,R50,Head,100,TD,8,0,0.004898539517049406,9.693,954
CIFAR10,R50,Head,100,TD,8,0,0.006015907381976464,4.33,668
CIFAR10,R50,Head,100,TD,8,0,0.0017546000162993107,7.432,190
CIFAR10,R50,Head,100,TD,8,0,0.004505611395641298,5.448,346
CIFAR10,R50,Head,100,TD,8,0,0.0077967136125827625,9.388,952
CIFAR10,R50,Head,100,TD,8,0,0.006874448857584818,6.935,400
CIFAR10,R50,Head,100,TD,8,0,0.003733093816747376,3.681,180
CIFAR10,R50,Head,100,TD,8,0,0.003343060284946378,7.948,606
CIFAR10,R50,Head,100,TD,8,0,0.0051634408852375855,1.032,974
CIFAR10,R50,Head,100,TD,8,1,0.005291468028560964,2.815,625
CIFAR10,R50,Head,100,TD,8,1,0.00924031953724195,0.2,580
CIFAR10,R50,Head,100,TD,8,1,0.004499628509315161,1.227,546
CIFAR10,R50,Head,100,TD,8,1,0.006117477454640167,9.202,494
CIFAR10,R50,Head,100,TD,8,1,0.005950561136855982,0.609,116
CIFAR10,R50,Head,100,TD,8,1,0.005484944343368381,9.511,238
CIFAR10,R50,Head,100,TD,8,1,0.008921918517350212,3.589,802
CIFAR10,R50,Head,100,TD,8,1,0.006815122413287744,2.741,838
CIFAR10,R50,Head,100,TD,8,1,0.005425489425675813,9.194,718
CIFAR10,R50,Head,100,TD,8,1,0.006962937188212254,4.188,493
CIFAR10,R50,Head,100,TD,8,1,0.006060871235269854,1.545,291
CIFAR10,R50,Head,100,TD,8,1,0.009177732082767275,2.335,326
CIFAR10,R50,Head,100,TD,8,1,0.009999999999999998,5.246,967
CIFAR10,R50,Head,100,TD,8,1,0.005176290108582132,0.533,269
CIFAR10,R50,Head,100,TD,8,1,0.004720245955487699,9.193,571
CIFAR10,R50,Head,100,TD,8,1,0.005975172781065187,6.594,556
CIFAR10,R50,Head,100,TD,8,1,0.008140497976376672,3.653,792
CIFAR10,R50,Head,100,TD,8,1,0.0039601522607401645,7.947,549
CIFAR10,R50,Head,100,TD,8,1,0.008915318141674133,5.964,899
CIFAR10,R50,Head,100,TD,8,1,0.002654300364119335,5.244,678
CIFAR10,R50,Head,100,TD,8,1,0.008678419490902428,2.6,873
CIFAR10,R50,Head,100,TD,8,1,0.009999999999999998,2.417,1000
CIFAR10,R50,Head,100,TD,8,1,0.008427811217695473,5.517,895
CIFAR10,R50,Head,100,TD,8,1,0.00436940755940996,7.255,427
CIFAR10,R50,Head,100,TD,8,1,0.004019175356872574,0.2,290
CIFAR10,R50,Head,100,TD,8,1,0.007937150879534257,3.391,379
CIFAR10,R50,Head,100,TD,8,1,0.0024476426828882844,3.496,302
CIFAR10,R50,Head,100,TD,8,1,0.00549782985497483,4.573,410
CIFAR10,R50,Head,100,TD,8,1,0.005556170076804715,9.045,293
CIFAR10,R50,Head,100,TD,8,1,0.003415257065162942,3.23,668
CIFAR10,R50,Head,100,TD,8,1,0.005444793516628267,9.866,603
CIFAR10,R50,Head,100,TD,8,1,0.007230004005171776,0.746,604
CIFAR10,R50,Head,100,TD,8,1,0.00189973406640607,4.38,260
CIFAR10,R50,Head,100,TD,8,1,0.0030364426489950347,9.143,221
CIFAR10,R50,Head,100,TD,8,1,0.004140711631855126,5.518,661
CIFAR10,R50,Head,100,TD,8,1,0.002628729568978583,10.0,214
CIFAR10,R50,Head,100,TD,8,1,0.009999999999999998,0.957,1000
CIFAR10,R50,Head,100,TD,8,1,0.005596966139887955,7.051,746
CIFAR10,R50,Head,100,TD,8,1,0.0030391926621771213,3.016,456
CIFAR10,R50,Head,100,TD,8,1,0.004805452232448382,4.57,599
CIFAR10,R50,Head,100,TD,8,1,0.009998357331827927,1.183,858
CIFAR10,R50,Head,100,TD,8,1,0.00848940658353384,0.951,845
CIFAR10,R50,Head,100,TD,8,1,0.004566265427278479,7.159,961
CIFAR10,R50,Head,100,TD,8,1,0.0011595955199082948,0.676,171
CIFAR10,R50,Head,100,TD,8,1,0.009999999999999998,2.601,1000
CIFAR10,R50,Head,100,TD,8,1,0.006408592692536477,1.168,307
CIFAR10,R50,Head,100,TD,8,1,0.005599795538718155,7.17,860
CIFAR10,R50,Head,100,TD,8,1,0.008448328574268622,4.534,805
CIFAR10,R50,Head,100,TD,8,1,0.0025548136901797375,5.047,236
CIFAR10,R50,Head,100,TD,8,1,0.004785287056274784,1.933,595
CIFAR10,R50,Head,100,TD,8,1,0.004151180350206299,1.131,331
CIFAR10,R50,Head,100,TD,8,1,0.003716224759262906,0.667,400
CIFAR10,R50,Head,100,TD,8,1,0.006167269780804552,2.058,770
CIFAR10,R50,Head,100,TD,8,1,0.005582507498100623,5.061,611
CIFAR10,R50,Head,100,TD,8,1,0.00597205489996915,10.0,241
CIFAR10,R50,Head,100,TD,8,1,0.005633686939370581,4.41,860
CIFAR10,R50,Head,100,TD,8,1,0.008221016484352965,0.2,315
CIFAR10,R50,Head,100,TD,8,1,0.004109803006171987,6.556,632
CIFAR10,R50,Head,100,TD,8,1,0.004334625100645251,6.29,997
CIFAR10,R50,Head,100,TD,8,1,0.004750034300761705,8.834,458
CIFAR10,R50,Head,100,TD,8,1,0.003650059012603106,6.784,473
CIFAR10,R50,Head,100,TD,8,1,0.008746532159517284,3.899,514
CIFAR10,R50,Head,100,TD,8,1,0.005480965160299211,4.083,722
CIFAR10,R50,Head,100,TD,8,1,0.0028713240608693,2.343,41
CIFAR10,R50,Head,100,TD,8,1,0.0025121787138315866,6.855,202
CIFAR10,R50,Head,100,TD,8,1,0.007228210706728737,2.289,934
CIFAR10,R50,Head,100,TD,8,1,0.0050723773272931365,9.734,541
CIFAR10,R50,Head,100,TD,8,1,0.007878761797571254,7.039,736
CIFAR10,R50,Head,100,TD,8,1,0.006740336816514254,7.548,1000
CIFAR10,R50,Head,100,TD,8,1,0.00845373688866244,7.282,996
CIFAR10,R50,Head,100,TD,8,1,0.008052432849123,5.476,946
CIFAR10,R50,Head,100,TD,8,1,0.008709958596949223,3.801,744
CIFAR10,R50,Head,100,TD,8,1,0.00476433053087777,1.306,872
CIFAR10,R50,Head,100,TD,8,1,0.008400703224147576,9.982,848
CIFAR10,R50,Head,100,TD,8,1,0.009277556307327552,7.096,568
CIFAR10,R50,Head,100,TD,8,1,0.0089489392429109,7.362,588
CIFAR10,R50,Head,100,TD,8,1,0.004591510227886568,0.2,279
CIFAR10,R50,Head,100,TD,8,1,0.003871852301588011,8.585,961
CIFAR10,R50,Head,100,TD,8,1,0.004177157378283523,3.047,329
CIFAR10,R50,Head,100,TD,8,1,0.009542192025236108,4.761,721
CIFAR10,R50,Head,100,TD,8,1,0.0065600521985455535,0.2,575
CIFAR10,R50,Head,100,TD,8,1,0.0051295796661508936,0.2,896
CIFAR10,R50,Head,100,TD,8,1,0.006328680541814027,8.959,1000
CIFAR10,R50,Head,100,TD,8,1,0.006035475769090526,0.71,920
CIFAR10,R50,Head,100,TD,8,1,0.008709864383726963,9.974,688
CIFAR10,R50,Head,100,TD,8,1,0.004018620701767034,1.993,369
CIFAR10,R50,Head,100,TD,8,1,0.0048562595529536975,4.644,161
CIFAR10,R50,Head,100,TD,8,1,0.009875828162860216,3.27,1000
CIFAR10,R50,Head,100,TD,8,1,0.008593570994855425,8.987,719
CIFAR10,R50,Head,100,TD,8,1,0.0014754883323184502,5.303,202
CIFAR10,R50,Head,100,TD,8,1,0.004247338841937929,8.882,791
CIFAR10,R50,Head,100,TD,8,1,0.004745637990877065,8.481,411
CIFAR10,R50,Head,100,TD,8,1,0.006850437159826786,3.847,491
CIFAR10,R50,Head,100,TD,8,1,0.009999999999999998,0.2,436
CIFAR10,R50,Head,100,TD,8,1,0.006546839135213034,7.519,857
CIFAR10,R50,Head,100,TD,8,1,0.009493547889358906,7.352,690
CIFAR10,R50,Head,100,TD,8,1,0.005738902415450172,3.878,991
CIFAR10,R50,Head,100,TD,8,1,0.00757419090414656,7.845,680
CIFAR10,R50,Head,100,TD,8,1,0.002714233011152967,7.629,422
CIFAR10,R50,Head,100,TD,8,1,0.005882173850506152,1.556,762
CIFAR10,R50,Head,100,TD,8,1,0.009239681575378784,0.2,770
CIFAR10,R50,Head,100,TD,8,1,0.0054857958885310195,4.251,524
CIFAR10,R50,Head,100,TD,8,1,0.0038183186712445775,1.11,657
CIFAR10,R50,Head,100,TD,8,1,0.005484415578006325,3.393,899
CIFAR10,R50,Head,100,TD,8,1,0.006302088000264731,2.014,871
CIFAR10,R50,Head,100,TD,8,1,0.009797178912774837,0.2,540
CIFAR10,R50,Head,100,TD,8,1,0.0071827980156982975,5.927,581
CIFAR10,R50,Head,100,TD,8,1,0.006992866033099181,6.192,497
CIFAR10,R50,Head,100,TD,8,1,0.007550568173637329,10.0,990
CIFAR10,R50,Head,100,TD,8,1,0.007100115889100004,0.2,367
CIFAR10,R50,Head,100,TD,8,1,0.008392130930959212,3.455,739
CIFAR10,R50,Head,100,TD,8,1,0.0015087150669111386,9.817,361
CIFAR10,R50,Head,100,TD,8,1,0.0034060296588088357,2.256,353
CIFAR10,R50,Head,100,TD,8,1,0.004021708879170087,7.968,548
CIFAR10,R50,Head,100,TD,8,1,0.0019328051257522904,2.421,232
CIFAR10,R50,Head,100,TD,8,1,0.009999999999999998,0.463,501
CIFAR10,R50,Head,100,TD,8,1,0.009999999999999998,10.0,1000
CIFAR10,R50,Head,100,TD,8,1,0.007360781845213523,0.2,290
CIFAR10,R50,Head,100,TD,8,1,0.008264623041251815,5.917,479
CIFAR10,R50,Head,100,TD,8,1,0.0033551241726442376,3.909,491
CIFAR10,R50,Head,100,TD,8,1,0.0018878121227307709,5.914,222
CIFAR10,R50,Head,100,TD,8,1,0.004642842285322612,2.472,614
CIFAR10,R50,Head,100,TD,8,1,0.00404992432724237,2.749,560
CIFAR10,R50,Head,100,TD,8,1,0.009999999999999998,0.2,391
CIFAR10,R50,Head,100,TD,8,1,0.007192068182376378,0.299,661
CIFAR10,R50,Head,100,TD,8,1,0.007218309783273581,0.526,665
CIFAR10,R50,Head,100,TD,8,1,0.0013141716408870529,8.693,270
CIFAR10,R50,Head,100,TD,8,1,0.006052991846731514,5.791,275
CIFAR10,R50,Head,100,TD,8,1,0.005547967436414189,1.588,318
CIFAR10,R50,Head,100,TD,8,2,0.007730314738518045,5.443,944
CIFAR10,R50,Head,100,TD,8,2,0.007315367770313788,2.969,1000
CIFAR10,R50,Head,100,TD,8,2,0.005259392199469428,4.167,1000
CIFAR10,R50,Head,100,TD,8,2,0.005933682909180809,3.287,180
CIFAR10,R50,Head,100,TD,8,2,0.005385004854517296,7.29,979
CIFAR10,R50,Head,100,TD,8,2,0.0059463255210709205,8.141,299
CIFAR10,R50,Head,100,TD,8,2,0.006669023039299075,5.813,899
CIFAR10,R50,Head,100,TD,8,2,0.0029188314940995145,6.203,725
CIFAR10,R50,Head,100,TD,8,2,0.009418072342768428,0.325,492
CIFAR10,R50,Head,100,TD,8,2,0.009999999999999998,0.2,1000
CIFAR10,R50,Head,100,TD,8,2,0.007443471926991365,0.2,585
CIFAR10,R50,Head,100,TD,8,2,0.004089862799848693,5.977,293
CIFAR10,R50,Head,100,TD,8,2,0.008070814114505533,7.234,867
CIFAR10,R50,Head,100,TD,8,2,0.004341359689880179,10.0,330
CIFAR10,R50,Head,100,TD,8,2,0.006397318159952551,3.962,427
CIFAR10,R50,Head,100,TD,8,2,0.008616274397410861,3.118,690
CIFAR10,R50,Head,100,TD,8,2,0.009999999999999998,4.819,745
CIFAR10,R50,Head,100,TD,8,2,0.007752471415454229,7.873,852
CIFAR10,R50,Head,100,TD,8,2,0.005176767199480727,5.602,327
CIFAR10,R50,Head,100,TD,8,2,0.006152096730348054,6.945,393
CIFAR10,R50,Head,100,TD,8,2,0.009999999999999998,4.866,678
CIFAR10,R50,Head,100,TD,8,2,0.002276909775654319,6.494,619
CIFAR10,R50,Head,100,TD,8,2,0.0069918924608206165,5.303,333
CIFAR10,R50,Head,100,TD,8,2,0.007293209703611813,2.515,656
CIFAR10,R50,Head,100,TD,8,2,0.009794568375781992,8.706,389
CIFAR10,R50,Head,100,TD,8,2,0.003325854794056797,8.343,997
CIFAR10,R50,Head,100,TD,8,2,0.007203114894678133,7.385,249
CIFAR10,R50,Head,100,TD,8,2,0.009338508048171466,5.278,769
CIFAR10,R50,Head,100,TD,8,2,0.007794584611610183,0.266,481
CIFAR10,R50,Head,100,TD,8,2,0.009109092205844634,5.706,769
CIFAR10,R50,Head,100,TD,8,2,0.004940685274768824,9.835,882
CIFAR10,R50,Head,100,TD,8,2,0.008620845443919629,0.668,272
CIFAR10,R50,Head,100,TD,8,2,0.00457753580099309,8.782,341
CIFAR10,R50,Head,100,TD,8,2,0.004601319783921022,4.637,253
CIFAR10,R50,Head,100,TD,8,2,0.00897282094993027,3.779,802
CIFAR10,R50,Head,100,TD,8,2,0.006059652223777782,7.088,637
CIFAR10,R50,Head,100,TD,8,2,0.009999999999999998,5.833,793
CIFAR10,R50,Head,100,TD,8,2,0.005380588689452311,4.534,889
CIFAR10,R50,Head,100,TD,8,2,0.0037302766461743213,2.476,447
CIFAR10,R50,Head,100,TD,8,2,0.0018183314895742857,8.358,220
CIFAR10,R50,Head,100,TD,8,2,0.007042033736571265,0.225,682
CIFAR10,R50,Head,100,TD,8,2,0.006496108496858577,3.276,1000
CIFAR10,R50,Head,100,TD,8,2,0.002814544874820433,9.892,554
CIFAR10,R50,Head,100,TD,8,2,0.008670827247968341,4.378,749
CIFAR10,R50,Head,100,TD,8,2,0.007287373461547713,1.312,975
CIFAR10,R50,Head,100,TD,8,2,0.0058076360786664455,6.396,570
CIFAR10,R50,Head,100,TD,8,2,0.007907035680004245,7.634,401
CIFAR10,R50,Head,100,TD,8,2,0.007605390826420043,4.2,774
CIFAR10,R50,Head,100,TD,8,2,0.006811164118283977,0.2,521
CIFAR10,R50,Head,100,TD,8,2,0.009804295699213313,0.728,962
CIFAR10,R50,Head,100,TD,8,2,0.005677534026673297,4.191,656
CIFAR10,R50,Head,100,TD,8,2,0.006714875869988056,8.054,760
CIFAR10,R50,Head,100,TD,8,2,0.008613245486579556,7.182,981
CIFAR10,R50,Head,100,TD,8,2,0.007188601613618966,2.908,773
CIFAR10,R50,Head,100,TD,8,2,0.004613533260011889,3.267,332
CIFAR10,R50,Head,100,TD,8,2,0.005538903307435221,2.933,579
CIFAR10,R50,Head,100,TD,8,2,0.004887718249061931,3.866,626
CIFAR10,R50,Head,100,TD,8,2,0.005350739067162478,2.865,647
CIFAR10,R50,Head,100,TD,8,2,0.0013949979984243556,5.377,298
CIFAR10,R50,Head,100,TD,8,2,0.006111785259319486,8.913,964
CIFAR10,R50,Head,100,TD,8,2,0.005803352280197427,1.408,274
CIFAR10,R50,Head,100,TD,8,2,0.005955965567319954,3.915,571
CIFAR10,R50,Head,100,TD,8,2,0.006083040461771796,3.458,581
CIFAR10,R50,Head,100,TD,8,2,0.005148077698651572,7.632,562
CIFAR10,R50,Head,100,TD,8,2,0.006019287880038677,7.143,954
CIFAR10,R50,Head,100,TD,8,2,0.0029639499441614413,1.303,615
CIFAR10,R50,Head,100,TD,8,2,0.007878761797571254,7.039,736
CIFAR10,R50,Head,100,TD,8,2,0.005179979844794143,5.218,681
CIFAR10,R50,Head,100,TD,8,2,0.00788312817531443,2.147,918
CIFAR10,R50,Head,100,TD,8,2,0.004041477979557844,4.279,255
CIFAR10,R50,Head,100,TD,8,2,0.005578491037184776,5.473,475
CIFAR10,R50,Head,100,TD,8,2,0.008103656126093149,3.405,256
CIFAR10,R50,Head,100,TD,8,2,0.007779973117210163,7.521,981
CIFAR10,R50,Head,100,TD,8,2,0.008174405446925909,6.632,376
CIFAR10,R50,Head,100,TD,8,2,0.006050362301750331,3.586,565
CIFAR10,R50,Head,100,TD,8,2,0.005180379875666934,7.44,255
CIFAR10,R50,Head,100,TD,8,2,0.0020281679129679265,3.542,273
CIFAR10,R50,Head,100,TD,8,2,0.00514885740024176,9.761,583
CIFAR10,R50,Head,100,TD,8,2,0.007101332192948239,3.391,983
CIFAR10,R50,Head,100,TD,8,2,0.004728042179450341,6.581,577
CIFAR10,R50,Head,100,TD,8,2,0.004906740568450928,9.054,900
CIFAR10,R50,Head,100,TD,8,2,0.001990948930069127,4.514,350
CIFAR10,R50,Head,100,TD,8,2,0.005276929587477849,4.288,563
CIFAR10,R50,Head,100,TD,8,2,0.0028753615495833037,4.1,891
CIFAR10,R50,Head,100,TD,8,2,0.003119966359547273,0.2,208
CIFAR10,R50,Head,100,TD,8,2,0.0038797166650595626,8.793,314
CIFAR10,R50,Head,100,TD,8,2,0.0025810804998226463,5.097,263
CIFAR10,R50,Head,100,TD,8,2,0.0026771683731801757,9.064,194
CIFAR10,R50,Head,100,TD,8,2,0.009473312122978719,6.593,510
CIFAR10,R50,Head,100,TD,8,2,0.006422875052255772,0.362,632
CIFAR10,R50,Head,100,TD,8,2,0.0040438070499875115,7.805,516
CIFAR10,R50,Head,100,TD,8,2,0.003183316123953589,0.2,285
CIFAR10,R50,Head,100,TD,8,2,0.004032811875006911,9.704,263
CIFAR10,R50,Head,100,TD,8,2,0.007442697288701205,9.67,647
CIFAR10,R50,Head,100,TD,8,2,0.007939809688951584,0.2,603
CIFAR10,R50,Head,100,TD,8,2,0.006502511173527435,8.892,860
CIFAR10,R50,Head,100,TD,8,2,0.00422497283436734,7.312,220
CIFAR10,R50,Head,100,TD,8,2,0.002197052956500659,2.016,117
CIFAR10,R50,Head,100,TD,8,2,0.007926608355822146,9.624,603
CIFAR10,R50,Head,100,TD,8,2,0.003579379746530219,1.839,319
CIFAR10,R50,Head,100,TD,8,2,0.007549111412242925,4.963,880
CIFAR10,R50,Head,100,TD,8,2,0.0024533705462310143,6.101,1000
CIFAR10,R50,Head,100,TD,8,2,0.0077803430284613855,4.554,402
CIFAR10,R50,Head,100,TD,8,2,0.005414267139858942,0.2,787
CIFAR10,R50,Head,100,TD,8,2,0.004958065891788367,7.255,205
CIFAR10,R50,Head,100,TD,8,2,0.005265483318353055,6.619,720
CIFAR10,R50,Head,100,TD,8,2,0.006584709148781427,7.671,1000
CIFAR10,R50,Head,100,TD,8,2,0.0067604612271815814,0.374,398
CIFAR10,R50,Head,100,TD,8,2,0.0014917146550991842,7.739,302
CIFAR10,R50,Head,100,TD,8,2,0.00885352604558186,0.737,820
CIFAR10,R50,Head,100,TD,8,2,0.002226070451946933,4.472,891
CIFAR10,R50,Head,100,TD,8,2,0.0020512837559193437,6.765,440
CIFAR10,R50,Head,100,TD,8,2,0.007395581059907697,5.81,849
CIFAR10,R50,Head,100,TD,8,2,0.003617300722292794,0.609,483
CIFAR10,R50,Head,100,TD,8,2,0.0096646190342176,1.579,679
CIFAR10,R50,Head,100,TD,8,2,0.006276696927279232,8.448,617
CIFAR10,R50,Head,100,TD,8,2,0.008641517142297545,6.07,790
CIFAR10,R50,Head,100,TD,8,2,0.007117546446307763,1.979,1000
CIFAR10,R50,Head,100,TD,8,2,0.005122950305361941,3.975,577
CIFAR10,R50,Head,100,TD,8,2,0.0020322578308504696,2.527,563
CIFAR10,R50,Head,100,TD,8,2,0.007849513589584495,0.2,557
CIFAR10,R50,Head,100,TD,8,2,0.005265259794682307,1.589,582
CIFAR10,R50,Head,100,TD,8,2,0.00315045960481687,5.442,396
CIFAR10,R50,Head,100,TD,8,2,0.002163281834241405,0.2,89
CIFAR10,R50,Head,100,TD,8,2,0.009066910714795389,0.9,465
CIFAR10,R50,Head,100,TD,8,2,0.009999999999999998,4.27,774
CIFAR10,R50,Head,100,TD,8,2,0.004963321805939344,5.596,604
CIFAR10,R50,Head,100,TD,8,2,0.006672956842335989,4.501,631
CIFAR10,R50,Head,100,TD,8,2,0.002127085381490243,0.669,324
CIFAR10,R50,Head,100,TD,8,3,0.004093457135095635,8.358,570
CIFAR10,R50,Head,100,TD,8,3,0.003600630322844551,4.574,305
CIFAR10,R50,Head,100,TD,8,3,0.006453586423446349,5.277,583
CIFAR10,R50,Head,100,TD,8,3,0.007205652827053404,2.661,1000
CIFAR10,R50,Head,100,TD,8,3,0.003936409785944555,0.895,232
CIFAR10,R50,Head,100,TD,8,3,0.004957783354012148,0.302,507
CIFAR10,R50,Head,100,TD,8,3,0.009533938122614745,1.066,689
CIFAR10,R50,Head,100,TD,8,3,0.009418072342768428,0.325,492
CIFAR10,R50,Head,100,TD,8,3,0.004589705813421486,0.2,571
CIFAR10,R50,Head,100,TD,8,3,0.006298327008178319,0.513,74
CIFAR10,R50,Head,100,TD,8,3,0.007011543082112904,6.795,265
CIFAR10,R50,Head,100,TD,8,3,0.004734797079387345,3.853,763
CIFAR10,R50,Head,100,TD,8,3,0.007904508617281246,5.524,770
CIFAR10,R50,Head,100,TD,8,3,0.005640098090375879,5.189,383
