Dataset,Model,Parameterization,Shots,HPO,MIA,DP,Seed,N,TPR@FPR=0.001,TPR@FPR=0.00316,TPR@FPR=0.01,TPR@FPR=0.03162,TPR@FPR=0.1,TPR@FPR=0.31623,TPR@FPR=1.0,Classes
CIFAR10,ViT,Head,50,TD,WB-LiRA,2,2,129,0.001947616895966,0.0052507751515245,0.0167962481108116,0.0481139277979464,0.144871535189542,0.4026736884747822,1.0,10
CIFAR10,ViT,Head,50,TD,ACC-LiRA,2,3,129,0.0010280533964703,0.004330285518466,0.0136606489197651,0.0441439897817723,0.130858736117385,0.3738220221498777,1.0,10
CIFAR10,ViT,Head,50,TD,KL-LiRA,2,3,129,0.0020716833595538,0.0060592844125297,0.0172432592407981,0.0488325363323416,0.1414663779809654,0.3941494415800869,1.0,10
CIFAR10,ViT,Head,50,TD,WB-LiRA,2,3,129,0.0021339896260066,0.0059346718796242,0.0169161513419212,0.0503278867272075,0.1434757550740665,0.4020467608529728,1.0,10
CIFAR10,ViT,Head,50,TD,ACC-LiRA,2,10,129,0.001121198436551,0.0039397667284363,0.0132675148325209,0.0430104178021396,0.1340299297693757,0.3790273603562919,1.0,10
CIFAR10,ViT,Head,50,TD,KL-LiRA,2,10,129,0.0017752308578725,0.0056682809847859,0.0180948969898936,0.0505162184468287,0.1445255929115343,0.4033199931482318,1.0,10
CIFAR10,ViT,Head,50,TD,WB-LiRA,2,10,129,0.0018530918604107,0.0055125589797094,0.0165688213401435,0.0503137798402292,0.1442141489013812,0.4038805923665073,1.0,10
CIFAR10,ViT,Head,50,ED,ACC-LiRA,-1,0,129,0.0192256757809457,0.0378593129235802,0.069377580431565,0.1254654514294617,0.2308327490846771,0.4683804627249357,1.0,10
CIFAR10,ViT,Head,50,ED,KL-LiRA,-1,0,129,0.0771675625146062,0.111926462569136,0.1684817324920152,0.257848406948664,0.410594375632936,0.6800965957778297,1.0,10
CIFAR10,ViT,Head,50,ED,WB-LiRA,-1,0,129,0.1147620160473631,0.1530575679675936,0.2052037080314715,0.2899275531666277,0.4415361844667757,0.702656383890317,1.0,10
CIFAR10,ViT,Head,50,ED,ACC-LiRA,-1,1,129,0.0109436138868536,0.0236955742279451,0.0493553868458384,0.1042293482158168,0.2138369682136343,0.4525698785601821,1.0,10
CIFAR10,ViT,Head,50,ED,KL-LiRA,-1,1,129,0.0913838527132991,0.126132165183095,0.1767035091274728,0.2596224297317099,0.4124900618890985,0.6826351972812447,1.0,10
CIFAR10,ViT,Head,50,ED,WB-LiRA,-1,1,129,0.1090464090292609,0.145883673437573,0.1958002712519681,0.2816811386346984,0.4303085101407704,0.698021731335838,1.0,10
CIFAR10,ViT,Head,50,ED,ACC-LiRA,-1,2,129,0.0141786510026331,0.0295102912076782,0.0605786759321294,0.115174272759851,0.2239447811657655,0.4681291971144108,1.0,10
CIFAR10,ViT,Head,50,ED,KL-LiRA,-1,2,129,0.0815661956030601,0.1157196054907215,0.1663888066561755,0.2508842180707686,0.4030008881133045,0.6754023776507065,1.0,10
CIFAR10,ViT,Head,50,ED,WB-LiRA,-1,2,129,0.0970380642246147,0.1303345226780511,0.1803025817609573,0.2670416478397033,0.420093173992303,0.6873373739891868,1.0,10
CIFAR10,ViT,Head,50,ED,ACC-LiRA,-1,3,129,0.0049845013162198,0.0150002336484991,0.0387700743002227,0.0917615539182853,0.2010467452764061,0.4419850776491845,1.0,10
CIFAR10,ViT,Head,50,ED,KL-LiRA,-1,3,129,0.093568435645415,0.1265751802987585,0.17897475038552,0.2632751288960887,0.4090406392622938,0.6743874515179364,1.0,10
CIFAR10,ViT,Head,50,ED,WB-LiRA,-1,3,129,0.0981012165298524,0.1323229333790246,0.1863424663935575,0.2736958519603109,0.4229193601146435,0.6872381189738158,1.0,10
CIFAR10,ViT,Head,50,ED,ACC-LiRA,-1,10,129,0.0105112353426662,0.0223149633274678,0.0514349782767802,0.1106093402058644,0.2206892255944687,0.4670570098260585,1.0,10
CIFAR10,ViT,Head,50,ED,KL-LiRA,-1,10,129,0.0847750595636669,0.1226777955992961,0.1755921329243035,0.2643536758179298,0.4123830138436862,0.6881355404332187,1.0,10
CIFAR10,ViT,Head,50,ED,WB-LiRA,-1,10,129,0.1189248952769515,0.1467212731831135,0.1973309248329881,0.2819191179905632,0.4300574614198732,0.6974165719357802,1.0,10
CIFAR10,ViT,Head,50,ED,ACC-LiRA,8,0,129,0.001900755628262,0.0074783827997195,0.023073926929968,0.0661369478850198,0.1799018462257536,0.4474877307782192,1.0,10
CIFAR10,ViT,Head,50,ED,KL-LiRA,8,0,129,0.003972890862351,0.0091454389654903,0.0308015891563449,0.0780400405079068,0.203598971722365,0.4953182207680922,1.0,10
CIFAR10,ViT,Head,50,ED,WB-LiRA,8,0,129,0.0065591649139206,0.0183220378593129,0.0405702266884786,0.0964867180805484,0.2281374152839448,0.517395029991431,1.0,10
CIFAR10,ViT,Head,50,ED,ACC-LiRA,8,1,129,0.0021980762935133,0.0065318721062559,0.0208583409980201,0.0648978128361419,0.1764229036431945,0.4484699206510047,1.0,10
CIFAR10,ViT,Head,50,ED,KL-LiRA,8,1,129,0.0045208661355948,0.0116451275975493,0.0314589926263114,0.0839633965734952,0.2150996928928866,0.5035309523438353,1.0,10
CIFAR10,ViT,Head,50,ED,WB-LiRA,8,1,129,0.006656585654824,0.0167583830888428,0.0410307574789156,0.0963100378817403,0.2284284533961058,0.5223471089840522,1.0,10
CIFAR10,ViT,Head,50,ED,ACC-LiRA,8,2,129,0.0015892553871083,0.0057649460120596,0.0166716006294697,0.0547669871145666,0.1744441501378912,0.4395537620167962,1.0,10
CIFAR10,ViT,Head,50,ED,KL-LiRA,8,2,129,0.0044249855876349,0.0120752247549897,0.0321123073806889,0.0866611614029074,0.2111528333930602,0.5055857652576308,1.0,10
CIFAR10,ViT,Head,50,ED,WB-LiRA,8,2,129,0.0064660880946074,0.0154407067512192,0.0396067371963665,0.0952929994858291,0.2280114052445427,0.5233168694785061,1.0,10
CIFAR10,ViT,Head,50,ED,ACC-LiRA,8,3,129,0.0022430255922989,0.0068692658764155,0.0201093474976245,0.0609511051574012,0.1761398152619199,0.4398666645897911,1.0,10
CIFAR10,ViT,Head,50,ED,KL-LiRA,8,3,129,0.0032866555553824,0.0102026511316375,0.0307325659278181,0.0825246499166653,0.2086325332170283,0.4936369725385131,1.0,10
CIFAR10,ViT,Head,50,ED,WB-LiRA,8,3,129,0.006993878409321,0.0161061698780354,0.0376174083708469,0.0916369413853798,0.2236016137323011,0.5171575881244256,1.0,10
CIFAR10,ViT,Head,50,ED,ACC-LiRA,8,10,129,0.0023514022766557,0.007194356634536,0.0217543641091922,0.0646090599062553,0.1829110671629008,0.4430135322422411,1.0,10
CIFAR10,ViT,Head,50,ED,KL-LiRA,8,10,129,0.0033324509086378,0.0102776523350514,0.0284348381269757,0.0833424171169628,0.2087453478050983,0.4968777737982154,1.0,10
CIFAR10,ViT,Head,50,ED,WB-LiRA,8,10,129,0.0068050516218446,0.016413099335067,0.0408614541320834,0.097949141193142,0.2297055296884002,0.518756715511469,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,-1,0,129,0.0025348837209302,0.0064728682170542,0.0221395348837209,0.1522713178294573,0.2663255813953488,0.5246744186046511,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,-1,0,129,0.1320775193798449,0.1619302325581395,0.2090775193798449,0.2775271317829457,0.3964573643410852,0.6520542635658915,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,-1,0,129,0.129906976744186,0.1622403100775193,0.2101782945736434,0.282860465116279,0.4050232558139535,0.6583255813953488,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,-1,1,129,0.0015591547984734,0.0049334450339756,0.1019811350026373,0.2093611343820782,0.3093875081448385,0.5672763660057712,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,-1,1,129,0.1370194545285302,0.1693273139098327,0.2112693536876726,0.2758540444940892,0.391138415712557,0.6479645660740327,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,-1,1,129,0.1410375748549443,0.1755639331037264,0.2167613019330416,0.2815864593999193,0.3973827918954978,0.6516956778057029,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,-1,2,129,0.0021481527437416,0.0089648540496944,0.0656000868567174,0.1882774451716971,0.2905822502093867,0.5476393585011012,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,-1,2,129,0.1193504358345999,0.160917579179204,0.2059900114774948,0.275273753761206,0.3932360331296337,0.6531625151223749,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,-1,2,129,0.1356826007382821,0.1687501938766014,0.2108446815770698,0.278499860408847,0.3977184601544808,0.6559000527344356,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,-1,3,129,0.0022333025737261,0.0062268818288266,0.0385012058282993,0.1810215808370232,0.2778367983126158,0.5351628837519483,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,-1,3,129,0.1289189419729057,0.1650162457253192,0.2158781609373667,0.288553548857371,0.4035143497444884,0.65453600812674,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,-1,3,129,0.1046705490977612,0.1535705700349729,0.2094186434237769,0.2853741944989415,0.4020564994533061,0.6551718789984259,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,-1,10,129,0.0929121151936444,0.1275834781529295,0.177553997020854,0.2477268495531281,0.3642005958291956,0.6107404419066534,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,-1,10,129,0.138809582919563,0.1743498634558093,0.2179431479642502,0.2868126241310824,0.4045664721946375,0.6589110600794439,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,-1,10,129,0.1457143743793446,0.178647902184707,0.2223342850049652,0.2913123758689175,0.4104083912611718,0.6628832547169812,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,8,0,129,0.0023255813953488,0.0072403100775193,0.0216201550387596,0.0641860465116279,0.1671007751937984,0.4165038759689922,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,8,0,129,0.0022945736434108,0.0075193798449612,0.0238527131782945,0.0660697674418604,0.181829457364341,0.4647054263565891,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,8,0,129,0.0043953488372093,0.0117596899224806,0.0302713178294573,0.0791317829457364,0.1991782945736434,0.4717209302325581,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,8,1,129,0.0020168171522541,0.0063064320953178,0.0198113500263737,0.058417884513947,0.1615858388407955,0.4092742561047504,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,8,1,129,0.0028855999255329,0.0081215675323466,0.0230305004809333,0.0654069316454125,0.1778057029383474,0.4573520742188712,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,8,1,129,0.0034518601259735,0.0105572620931459,0.0291430078500729,0.0758633528809457,0.1920242638617394,0.4622544912966583,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,8,2,129,0.003264881967925,0.008801997704501,0.0233427428110556,0.0622033687998262,0.1667028569655985,0.4163073486987002,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,8,2,129,0.0027840679964016,0.0073518007258739,0.0224276452523497,0.0644523373763067,0.1785913701647175,0.460518968886683,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,8,2,129,0.0044203865123925,0.0118264726866643,0.030174954245122,0.0773412538387567,0.1920231411111455,0.4637760957905512,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,8,3,129,0.0019153671378831,0.0055057112060609,0.0186728909636545,0.0605473142210194,0.1683041634033049,0.4169219197096707,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,8,3,129,0.002551238009569,0.0073745512069914,0.0214412556123358,0.0620516916491543,0.1733911303767922,0.4548647998945385,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,8,3,129,0.0040323518692277,0.0114301666446955,0.0302348844963825,0.0774987011174267,0.1913195871492047,0.4619059066200361,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,8,10,129,0.0024826216484607,0.0065711891757696,0.0209238455809334,0.0623138033763654,0.1680424528301886,0.4135271847070506,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,8,10,129,0.0025989945382323,0.0080840367428003,0.023561631082423,0.0682177879841112,0.1841174280039721,0.4589436444885799,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,8,10,129,0.0041739076464746,0.0111795556107249,0.0294190665342601,0.076961271102284,0.1957702333664349,0.4664923659384309,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,2,0,129,0.0023255813953488,0.0072403100775193,0.0216201550387596,0.0641860465116279,0.1671007751937984,0.4165038759689922,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,2,0,129,0.0022945736434108,0.0075193798449612,0.0238527131782945,0.0660697674418604,0.181829457364341,0.4647054263565891,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,2,0,129,0.0043953488372093,0.0117596899224806,0.0302713178294573,0.0791317829457364,0.1991782945736434,0.4717209302325581,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,2,1,129,0.0010937354556455,0.0030484966955226,0.0092463309441807,0.0310589841447143,0.0991498340004344,0.316911787520556,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,2,1,129,0.0009928945980328,0.0031726085202767,0.0103012814545905,0.0322845884141611,0.1012597350212541,0.3174547767538552,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,2,1,129,0.001124763411834,0.0032656923888423,0.0100995997393651,0.0327965496912718,0.1009804834155574,0.3191923423004126,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,2,2,129,0.0009383627508763,0.0026599869714923,0.0091742407792288,0.0313614790458169,0.1001876725501752,0.3163988584545708,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,2,2,129,0.0009693830071036,0.0030089648540496,0.0099264819927412,0.0319198436579086,0.0994509414647765,0.3167788565933555,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,2,2,129,0.001357136209945,0.0034432484412321,0.0099419921208549,0.0317957626329993,0.1002807333188572,0.3159257995471042,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,2,3,129,0.0010391060586086,0.0031638453127786,0.0097009080546228,0.0318478252440736,0.1002272075187853,0.3173460921082221,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,2,3,129,0.0012097055607683,0.0033809719518909,0.0104220786773885,0.0318788433353753,0.1010491869382817,0.31491892646386,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,2,3,129,0.0010468605814341,0.0032956722008111,0.0096311173491939,0.0307001558659087,0.1004133160665958,0.3154462340159898,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,2,10,129,0.0009930486593843,0.0034523957298907,0.0103804617676266,0.0318318644488579,0.0983971573982125,0.3158748138033763,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,2,10,129,0.0010783887785501,0.0032429245283018,0.0104890764647467,0.0321111593843098,0.099747082919563,0.3160532522343595,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,2,10,129,0.0010008068520357,0.0030412115193644,0.0098606628599801,0.0313198237338629,0.0996772591857001,0.3185591484607746,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,1,0,129,0.0010465116279069,0.003829457364341,0.011813953488372,0.0366976744186046,0.1095038759689922,0.3366821705426356,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,1,0,129,0.0010930232558139,0.0036046511627906,0.0118992248062015,0.036922480620155,0.1111782945736434,0.3397441860465116,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,1,0,129,0.0013643410852713,0.0040542635658914,0.0120387596899224,0.0360155038759689,0.1119612403100775,0.3421085271317829,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,1,1,129,0.0012799031927766,0.0037155977535759,0.0115966986254615,0.037055136678147,0.1085047627912749,0.3320922150857923,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,1,1,129,0.0011635483570697,0.0035061590493034,0.0111312792826336,0.0370085947438642,0.1143302615656706,0.3405550901362127,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,1,1,129,0.0012333612584939,0.003956064414037,0.012100902913525,0.0369853237767228,0.1122979304353222,0.338096124608272,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,1,2,129,0.0012873406334336,0.0036216149145391,0.0107717839749356,0.0347504420386512,0.1042745913081242,0.3288457362657815,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,1,2,129,0.0012097899928653,0.0042109997828582,0.0127183050531997,0.0378214474051555,0.1130765890126252,0.3354452957781431,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,1,2,129,0.0013881564661724,0.004443651704563,0.0122762664019604,0.0376043056115643,0.1122467971585445,0.3401526196606384,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,1,3,129,0.0011321603325139,0.0036989073877338,0.0122831641554936,0.0358956861589522,0.1113161751591615,0.3333126546057988,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,1,3,129,0.0010856331955613,0.0035127988399233,0.0111432493001543,0.03647727537086,0.1108121311755081,0.3399505261443737,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,1,3,129,0.0012562326977209,0.0040788790061803,0.0123839729522243,0.0357250866567925,0.1136425320067929,0.3401521437378351,1.0,10
CIFAR10,R50,Head,100,TD,ACC-LiRA,1,10,129,0.0013266509433962,0.0037084160873882,0.0119321002979145,0.0357963008937437,0.1113766137040715,0.3333074726911618,1.0,10
CIFAR10,R50,Head,100,TD,KL-LiRA,1,10,129,0.0011792452830188,0.0039023709036742,0.0124286246276067,0.0370376117179741,0.1128894612711022,0.3343470705064548,1.0,10
CIFAR10,R50,Head,100,TD,WB-LiRA,1,10,129,0.0012335526315789,0.0039178872889771,0.0120872641509433,0.0369988207547169,0.1140919811320754,0.3414070258192651,1.0,10
CIFAR10,R50,Head,100,ED,ACC-LiRA,-1,0,129,0.0049922480620155,0.0697519379844961,0.1395116279069767,0.2213255813953488,0.3266511627906976,0.5776201550387597,1.0,10
CIFAR10,R50,Head,100,ED,KL-LiRA,-1,0,129,0.065860465116279,0.1461860465116279,0.2042248062015504,0.2777286821705426,0.3994573643410852,0.6541085271317829,1.0,10
CIFAR10,R50,Head,100,ED,WB-LiRA,-1,0,129,0.1364263565891472,0.1683488372093023,0.2142015503875969,0.2850930232558139,0.406860465116279,0.6610852713178295,1.0,10
CIFAR10,R50,Head,100,ED,ACC-LiRA,-1,1,129,0.0022029848893853,0.006197834248658,0.051987340593875,0.1844922274969747,0.2865742033572248,0.5411740978621739,1.0,10
CIFAR10,R50,Head,100,ED,KL-LiRA,-1,1,129,0.1339089019206304,0.1638974215768407,0.2107496354215147,0.2740466660461075,0.3904480436873623,0.6435042973719322,1.0,10
CIFAR10,R50,Head,100,ED,WB-LiRA,-1,1,129,0.1386173942722393,0.1701883396940643,0.2163734524806851,0.2790421669924602,0.398158490800211,0.6512457724409693,1.0,10
CIFAR10,R50,Head,100,ED,ACC-LiRA,-1,2,129,0.0048856903558023,0.0174101188075813,0.097791357756615,0.2065406210255296,0.3179266060737661,0.5696249651022117,1.0,10
CIFAR10,R50,Head,100,ED,KL-LiRA,-1,2,129,0.1353181127276111,0.1649502124887551,0.2074169432639513,0.273459068771908,0.3939417439588051,0.650843750969383,1.0,10
CIFAR10,R50,Head,100,ED,WB-LiRA,-1,2,129,0.1373421844464435,0.1669355088873034,0.2103561125414896,0.2757468126686726,0.3971756056705028,0.6538914911437168,1.0,10
CIFAR10,R50,Head,100,ED,ACC-LiRA,-1,3,129,0.0042029513713873,0.0089409648177299,0.0239304574393014,0.1499492078754933,0.2620718534085005,0.520584380840125,1.0,10
CIFAR10,R50,Head,100,ED,KL-LiRA,-1,3,129,0.1346340252952534,0.1664740960165016,0.2170258303155315,0.2890420837953736,0.4021573082500368,0.6519459975030436,1.0,10
CIFAR10,R50,Head,100,ED,WB-LiRA,-1,3,129,0.1331296478671185,0.1641710027373465,0.2146219282396457,0.2865296183999317,0.4014438921500965,0.6537140287072435,1.0,10
CIFAR10,R50,Head,100,ED,ACC-LiRA,-1,10,129,0.0022421176762661,0.0058341608738828,0.0217229394240317,0.1622005337636544,0.2732668197616683,0.5329568023833168,1.0,10
CIFAR10,R50,Head,100,ED,KL-LiRA,-1,10,129,0.139391447368421,0.1726818520357497,0.2140795680238331,0.2831585153922542,0.4039846077457795,0.656056045183714,1.0,10
CIFAR10,R50,Head,100,ED,WB-LiRA,-1,10,129,0.1393448982125124,0.1740240193644488,0.2194094463753723,0.2886901067527309,0.4065215367428004,0.661416956305859,1.0,10
CIFAR10,R50,Head,100,ED,ACC-LiRA,8,0,129,0.0023023255813953,0.0067364341085271,0.0204961240310077,0.0585426356589147,0.1655348837209302,0.4194651162790698,1.0,10
CIFAR10,R50,Head,100,ED,KL-LiRA,8,0,129,0.0025426356589147,0.0078372093023255,0.0232093023255813,0.0666046511627907,0.1795891472868217,0.4573798449612403,1.0,10
CIFAR10,R50,Head,100,ED,WB-LiRA,8,0,129,0.003891472868217,0.0108527131782945,0.0284108527131782,0.0764651162790697,0.1916279069767441,0.4621937984496124,1.0,10
CIFAR10,R50,Head,100,ED,ACC-LiRA,8,1,129,0.0026218622979304,0.0079819417294982,0.0228676037109435,0.0624515188184554,0.1651075118681932,0.4091423872909491,1.0,10
CIFAR10,R50,Head,100,ED,KL-LiRA,8,1,129,0.0028313010022029,0.0078888578609327,0.0242095628160973,0.0679434670638245,0.1813118619876508,0.4582208569921499,1.0,10
CIFAR10,R50,Head,100,ED,WB-LiRA,8,1,129,0.003599242917869,0.010448664246486,0.0298333798752676,0.0780430668031896,0.1925439821278972,0.4629526203109001,1.0,10
CIFAR10,R50,Head,100,ED,ACC-LiRA,8,2,129,0.001993051462605,0.0062816018860315,0.0201554114836988,0.0575968607500698,0.1611812513571362,0.4089555479728262,1.0,10
CIFAR10,R50,Head,100,ED,KL-LiRA,8,2,129,0.0030710053665043,0.0096395446226385,0.025591711387536,0.0680817073549027,0.1825852281539845,0.4575642894810311,1.0,10
CIFAR10,R50,Head,100,ED,WB-LiRA,8,2,129,0.0047228340106089,0.0116015758290163,0.0299345472593603,0.078504513447281,0.1919843657908614,0.4610695784347178,1.0,10
CIFAR10,R50,Head,100,ED,ACC-LiRA,8,3,129,0.0025589925323945,0.0075994323689291,0.0222167078948796,0.0630132524795086,0.1656210985057034,0.4182169250215188,1.0,10
CIFAR10,R50,Head,100,ED,KL-LiRA,8,3,129,0.0029544731964918,0.0086928200873159,0.0241088114642865,0.0681079739758214,0.1860154935366052,0.460665182967966,1.0,10
CIFAR10,R50,Head,100,ED,WB-LiRA,8,3,129,0.0038772614127189,0.0103212698806578,0.0289011065704071,0.0765448948098978,0.1965228719650736,0.4656280775762463,1.0,10
CIFAR10,R50,Head,100,ED,ACC-LiRA,8,10,129,0.0023041832174776,0.0067651439920556,0.0219324106256206,0.0635163232373386,0.1685157025819265,0.4164520233366435,1.0,10
CIFAR10,R50,Head,100,ED,KL-LiRA,8,10,129,0.0023662487586891,0.0080452457795431,0.0236702457795431,0.0667437313803376,0.1808201961271102,0.4546533639523337,1.0,10
CIFAR10,R50,Head,100,ED,WB-LiRA,8,10,129,0.0035144612711022,0.0098373882820258,0.0281001737835153,0.0770621276067527,0.1913946127110228,0.4604332174776564,1.0,10
CIFAR10,R50,Head,100,ED,ACC-LiRA,1,0,129,0.0012325581395348,0.0036821705426356,0.0115736434108527,0.0346201550387596,0.1065968992248062,0.3316899224806202,1.0,10
CIFAR10,R50,Head,100,ED,KL-LiRA,1,0,129,0.0011937984496124,0.003875968992248,0.0121240310077519,0.0371472868217054,0.1127054263565891,0.3414341085271318,1.0,10
CIFAR10,R50,Head,100,ED,WB-LiRA,1,0,129,0.0010852713178294,0.0032635658914728,0.0122868217054263,0.0367674418604651,0.1135581395348837,0.3386511627906977,1.0,10
CIFAR10,R50,Head,100,ED,ACC-LiRA,1,1,129,0.0009851376089856,0.0033742902355021,0.0112398771292934,0.0354804679015793,0.1089003692326786,0.3313785720934562,1.0,10
CIFAR10,R50,Head,100,ED,KL-LiRA,1,1,129,0.0011092494337397,0.0038707375345186,0.0119923050668652,0.036822427006733,0.1119643799062955,0.3383133203015917,1.0,10
CIFAR10,R50,Head,100,ED,WB-LiRA,1,1,129,0.0009308386856557,0.0032346644326538,0.0111778212169164,0.0358528033758416,0.1129495175152812,0.3386778987868069,1.0,10
CIFAR10,R50,Head,100,ED,ACC-LiRA,1,2,129,0.0010236684555014,0.0032261066476409,0.0111285169215497,0.0364875763873809,0.1124096535037379,0.334948971678506,1.0,10
CIFAR10,R50,Head,100,ED,KL-LiRA,1,2,129,0.0011399944163538,0.0037689611316189,0.0114619846759934,0.0376120606756211,0.1153178025250488,0.3426575053509942,1.0,10
CIFAR10,R50,Head,100,ED,WB-LiRA,1,2,129,0.0012020349288085,0.0037224307472779,0.0116325960852436,0.0358128858144368,0.1129912833080001,0.3404162918385706,1.0,10
CIFAR10,R50,Head,100,ED,ACC-LiRA,1,3,129,0.0010003334444814,0.0031793543584295,0.0109338771838674,0.0343292725482137,0.1085865831246074,0.3337158897927216,1.0,10
CIFAR10,R50,Head,100,ED,KL-LiRA,1,3,129,0.0010933877183867,0.0031018091301751,0.0105616600882464,0.0340888823406251,0.1113084206363361,0.3372131795869941,1.0,10
CIFAR10,R50,Head,100,ED,WB-LiRA,1,3,129,0.000992578921656,0.0032801631551602,0.0116550478066332,0.0366401203501942,0.1120218367362764,0.3376862054793458,1.0,10
CIFAR10,R50,Head,100,ED,ACC-LiRA,1,10,129,0.0013188927507447,0.0041040839126117,0.0125605139026812,0.0360135302879841,0.1103059831181727,0.3316860104270109,1.0,10
CIFAR10,R50,Head,100,ED,KL-LiRA,1,10,129,0.0015128475670307,0.0037937562065541,0.011427817775571,0.0366341857000993,0.1124705188679245,0.339095084409136,1.0,10
CIFAR10,R50,Head,100,ED,WB-LiRA,1,10,129,0.0010861469712015,0.0033205064548162,0.0112105883813306,0.0356566534260178,0.1119895109235352,0.3380477284011917,1.0,10
CIFAR10,R50,Head,50,TD,ACC-LiRA,-1,0,129,0.0043468100023369,0.0264547791540079,0.1297032016826361,0.2529874581288463,0.3847316351172392,0.6503388642206123,1.0,10
CIFAR10,R50,Head,50,TD,KL-LiRA,-1,0,129,0.1396587987847627,0.1842642361922567,0.2482978889148555,0.3438965490379372,0.5014567266495287,0.782612759990652,1.0,10
CIFAR10,R50,Head,50,TD,WB-LiRA,-1,0,129,0.1650541403754771,0.2061073459531043,0.2724468333722832,0.3672820752512269,0.5197787645088416,0.7975227856975929,1.0,10
CIFAR10,R50,Head,50,TD,ACC-LiRA,-1,1,129,0.0801908117293092,0.1267713221195067,0.1961120551233884,0.2786256566947792,0.4077509470435094,0.664208770480303,1.0,10
CIFAR10,R50,Head,50,TD,KL-LiRA,-1,1,129,0.1508098586060143,0.1929786272156141,0.2545715310147006,0.3442561616287589,0.4905919216798915,0.7667856641775921,1.0,10
CIFAR10,R50,Head,50,TD,WB-LiRA,-1,1,129,0.1664925873384569,0.2136810762779241,0.2736838823327669,0.3607807068140365,0.5065240775094705,0.7834193337178668,1.0,10
CIFAR10,R50,Head,50,TD,ACC-LiRA,-1,2,129,0.0473504619747277,0.0967108645860924,0.1669029775167105,0.2669014194231938,0.4163225876817126,0.6849379099733566,1.0,10
CIFAR10,R50,Head,50,TD,KL-LiRA,-1,2,129,0.1545784577990371,0.198064847852168,0.2582228385347688,0.3468316168336423,0.5026565494460977,0.7834561630389056,1.0,10
